id,external_id,name,location_type,population,description,region,image_url,created_at,updated_at,geom,inhabitants,url_path,slug
1062,,Bar Morvegil,town,,"A small town of Harithilien on a tributary of the Poros, once known as Bar Miruvor ('House of Precious-juice') and renamed Bar Morvegil ('House of the Black-sword') when the local noble family took a martial crest. Its stone houses and small river-wharf serve travellers on the Poros road; orchards and herb-gardens cover the gentle slopes around it.",,,2026-05-31 23:41:18.552052,2026-05-31 23:41:18.552052,0101000020E61000003AD9A0DDD5AC2F40F55864D067284440,,assets/locations,bar_morvegil_1062
1063,,Hyarpendë,town,,,,,2026-05-31 23:41:18.552052,2026-05-31 23:41:18.552052,0101000020E61000003AB2FB7BE7563040927CDD2CAD8A4440,,assets/locations,hyarpend__1063
1064,,Sindamos,manor,,,,,2026-05-31 23:41:18.552052,2026-05-31 23:41:18.552052,0101000020E6100000F22551D56B863140D0F73D8A74D24440,,assets/locations,sindamos_1064
1065,,Trenas,manor,,,,,2026-05-31 23:41:18.552052,2026-05-31 23:41:18.552052,0101000020E6100000226566856D403240D99F7A8B69034540,,assets/locations,trenas_1065
935,e482620a843795dc5e4be45e9e563745,Rond Orro,manor,,,,,2026-05-20 14:42:53.130077,2026-05-20 14:42:53.130077,0101000020E61000002570CE1E0B4300C0B11DCF44366D4A40,,assets/locations,rond_orro_935
1067,,Mindo-o-Galad,watchtower,,,,,2026-06-02 13:25:25.659966,2026-06-02 13:25:25.659966,0101000020E610000004509D4409EC02C08C4E0314CCA74A40,,assets/locations,mindo_o_galad_1067
1068,,Tir Bronadui,manor,,,,,2026-06-02 13:52:49.185251,2026-06-02 13:52:49.185251,0101000020E6100000EE33A0E2E1E024C0002685644EF14B40,,assets/locations,tir_bronadui_1068
1069,,Annost,watchtower,,,,,2026-06-02 13:52:49.185251,2026-06-02 13:52:49.185251,0101000020E6100000AF8ED308F70D23C08C62F622871B4B40,,assets/locations,annost_1069
1070,,Sarn Athrad,town,,,,,2026-06-02 14:04:40.974278,2026-06-02 14:04:40.974278,0101000020E6100000C853402B9B9323C051E896B68C7A4A40,,assets/locations,sarn_athrad_1070
1071,,lovithil,manor,,,,,2026-06-02 14:04:40.974278,2026-06-02 14:04:40.974278,0101000020E6100000CF17E413ED7025C0A1AB7D956E484A40,,assets/locations,lovithil_1071
1072,,Tol Ramdal,watchtower,,,,,2026-06-02 14:04:40.974278,2026-06-02 14:04:40.974278,0101000020E610000095E940C1505226C010C98D7CB3D04940,,assets/locations,tol_ramdal_1072
1073,,Vorondrast,watchtower,,,,,2026-06-02 14:04:40.974278,2026-06-02 14:04:40.974278,0101000020E61000007275C7F20D7B27C0D863D6B46A324A40,,assets/locations,vorondrast_1073
1074,,Amon Ereb,watchtower,,"A lone hill of gentle but commanding slopes in southern Forlindon, the highest point between the Ramdal and the Gelion. In the Third Age, the tower of Car Sidh ('House of Peace') crowns its summit — seat of Rhiannon, a Mithren noblewoman who patronises the largest house of Eldarin healers in Forlindon. About two hundred Elves dwell here; their halls are bright and ordered, and the terraced slopes bear the faint traces of much older First-Age earthworks. The hill is a landmark visible for miles across the flat southern lands.",,,2026-06-02 14:04:40.974278,2026-06-02 14:04:40.974278,0101000020E61000004DF72F12CD7924C082197E3E38D44940,,assets/locations,amon_ereb_1074
1075,,Rhomros,manor,,,,,2026-06-02 14:04:40.974278,2026-06-02 14:04:40.974278,0101000020E61000009A5D2CE2420320C021673F63E7E44940,,assets/locations,rhomros_1075
1076,,Mindon Bron,watchtower,,,,,2026-06-02 14:04:40.974278,2026-06-02 14:04:40.974278,0101000020E6100000282DB703972820C0E81DD561F0D84A40,,assets/locations,mindon_bron_1076
559,8db29c09f4bbb933338abeb89a583e7a,Tir Eiliant,manor,30.0,,,,2026-04-09 19:20:51.684978,2026-04-09 19:20:51.684978,0101000020E6100000910BCEE0EFD7FE3FCF656A12BCA54440,Gondor,assets/locations,tir_eiliant_559
1077,,Amon Draug,point of interest,,"The highest hill in Forlindon, Amon Draug, sat near the mid-point of the Emyn Cûn hills, where the Gelion began. It was possible to see Belegaer from it’s summit.",,,2026-06-02 14:04:40.974278,2026-06-02 14:04:40.974278,0101000020E6100000D419CA62CB7B26C0A15F887B12244B40,,assets/locations,amon_draug_1077
1078,,Talanobel,town,,,,,2026-06-02 14:04:40.974278,2026-06-02 14:04:40.974278,0101000020E6100000D1E3858B4E3421C03C40E5EC7E634940,,assets/locations,talanobel_1078
1079,,Cebir Luin,ruins,,"A steep rocky hill south of the Pinnath Luin in Forlindon, site of a battle in S.A. 1700. The hill's flanks are honeycombed with old Dwarven excavations. By the Third Age it is a ruin: overgrown earthworks, dark dripping tunnels, and travellers passing below glancing up at the jagged stone crest with unease.",,,2026-06-02 14:22:00.07138,2026-06-02 14:22:00.07138,0101000020E610000009EB98AE697C10C0CB399EFF0AFE4840,,assets/locations,cebir_luin_1079
1080,,Tawarobel,village,,,,,2026-06-02 14:22:00.07138,2026-06-02 14:22:00.07138,0101000020E610000092AA7A74D5CA17C0A9FC3120BC754A40,,assets/locations,tawarobel_1080
1081,,Barad Caranthit,ruins,,"A rocky hilltop in Forlindon south of the Pinnath Luin, honeycombed with old Dwarven excavations. The site of a battle in S.A. 1700 where a band of Dwarves and Elves made a last stand against Orcs. By the Third Age it is a ruin: crumbling walls and overgrown earthworks visited only by the bold or the curious. Old stories say one survivor escaped to rouse a Dwarven host — the tunnels go deeper than they look.",,,2026-06-02 14:22:00.07138,2026-06-02 14:22:00.07138,0101000020E6100000D488EE4479881BC0AE1B65A0AE054C40,,assets/locations,barad_caranthit_1081
1082,,Luithen,village,,,,,2026-06-02 14:22:00.07138,2026-06-02 14:22:00.07138,0101000020E61000001721CAEA085213C047ED6915A0C54840,,assets/locations,luithen_1082
437,00e5f2d229a2edcf3766d67af82c63af,Gwaerost,castle,50.0,,,,2026-04-09 19:20:51.624777,2026-04-09 19:20:51.624777,0101000020E6100000B5C01E13298D07401A6B7F677B384440,,assets/locations,gwaerost_437
438,033f56d8b661b104d5a147e1a75be0b1,Rond Deren,manor,15.0,,,,2026-04-09 19:20:51.654549,2026-04-09 19:20:51.654549,0101000020E6100000F1BBE9961D721940FDF9B660A9804540,,assets/locations,rond_deren_438
595,bcd8fc2e535e21125dcf84c78e30cfe8,Stock,village,210.0,"Stock sits in the fertile Baranduin valley, its well-tended fields producing some of the best mushrooms in the Shire — a fact the locals are quietly proud of. It is a comfortable Stoor-majority village of low stone-and-turf buildings near the river, settled in the early days of the Shire. Travellers on the road to the Bucklebury ferry pass through here, and the smell of fresh earth and mushroom beds is pleasant in damp weather.",,,2026-04-09 19:20:51.691748,2026-04-09 19:20:51.691748,0101000020E61000009F724C16F71FC3BFB341261939B74940,"55% Stoor, 20% Fallohide, 25% Harfoot",assets/locations,stock_595
441,04e3220ac767492d0a7e4a40af1cf5f7,Sunthra Unsar,city,6000.0,"Originally built under the name Mistalonde, the city appeared in records from the mid-Second Age until T.A. 1503, when Gordaig of Saerlann captured and renamed it Sunthra Unsar. The rebuilt city became the seat of power of the Saerlannish (Dynion) clan, and its inhabitants were almost entirely hillmen.",,,2026-04-09 19:20:51.657579,2026-04-09 19:20:51.657579,0101000020E6100000E21FB6F468AAD5BFC9AEB48CD4A54740,Dunlendings,assets/locations,sunthra_unsar_441
444,06a832f049e40fd2956c67aafa4b97b4,Tir Elena,town,490.0,,,,2026-04-09 19:20:51.659164,2026-04-09 19:20:51.659164,0101000020E610000038DA71C3EF0A31406AA510C825FC4540,Gondor,assets/locations,tir_elena_444
542,72157ca5d66a0573a56b3e8a6faabf35,Bar Nevedui,castle,600.0,"A modest castle of southern Andrast on the river Nevduin, part of the remote county of Bar Morthil. Its walls are of local grey stone, maintained by a small household garrison; the surrounding land is sparsely farmed by Dunir dependants who provide the fort with supplies in exchange for protection from Corsair raiders.",,,2026-04-09 19:20:51.682352,2026-04-09 19:20:51.682352,0101000020E61000008C2D0439286102C045B75ED383964340,Gondor,assets/locations,bar_nevedui_542
1211,,Erädas,castle,200.0,"Erädas is a Gondorian castle on a sheltered cove in the Bay of Umbar — built by Eärnil I and later seized by Umbar in T.A. 1449. It now serves as a rural retreat for Lord Teldûmeir and as the seat of local administration. The stone battlements look out over a blue harbour; the Coastal People, Haradan and Corsair inhabitants give it a character quite unlike any Gondorian fortress further north.",,,2026-06-09 01:08:28.082261,2026-06-09 01:08:28.082261,,"50% Coastal People, 20% Haradan, 20% Corsair, 10% Black Númenórean",assets/locations,er_das_1211
1220,,Isigir,castle,210.0,"Isigir is a castle on the north shore of the Nen Umbar, its surroundings known for the pungent medicinal herbs that grow in the warm lowland soil. Built by the Captains of Umbar in the early Third Age, it serves as the rural power base of Lord Adûmir and administers the productive farmlands around the lake. The herb-gardens are its most distinctive feature; their smell reaches the traveller well before the castle walls are visible.",,,2026-06-09 01:08:28.08541,2026-06-09 01:08:28.08541,,"60% Coastal People, 25% Corsair, 10% Haradan, 5% Black Númenórean",assets/locations,isigir_1220
1228,,Marös,castle,150.0,"Marös occupies a promontory jutting into the Bay of Umbar — a Númenórean-built castle that has watched the bay's traffic for over two thousand years. The sea breaks directly against its lower walls at high tide. Its current lord is Borathôr of Umbar; the mixed population of Coastal People, Corsairs and Haradan give the place a rough, polyglot character.",,,2026-06-09 01:08:28.087809,2026-06-09 01:08:28.087809,,"30% Coastal People, 30% Corsair, 30% Haradan, 10% Black Númenórean",assets/locations,mar_s_1228
512,493a02d2bcbd0fb36907edb7ea0eecaf,Michel Delving,town,650.0,"Michel Delving is the largest town and administrative capital of the Shire, spread across the gentle slopes of the White Downs in the Westfarthing. The Mayor's Hall and the Mathom-house — a repository of Hobbit curiosities — are its two most notable buildings. Most houses are of whitewashed stone with round doors and windows; kitchen gardens and flower beds line every lane. Market day is the social high point of the week, drawing Hobbits from the surrounding villages to sell produce and catch up on news.",,,2026-04-09 19:20:51.677132,2026-04-09 19:20:51.677132,0101000020E61000006C04E275FDA203C09D83674293AE4940,"45% Harfoot, 30% Stoor, 25% Fallohide",assets/locations,michel_delving_512
962,29a4b126976fdccab9c4ed7c88397f9f,Gwahilmoth,town,,,,,2026-05-25 20:17:49.256207,2026-05-25 20:17:49.256207,0101000020E610000007BFB1B9F5DEF33FE57CC91D3A4E4840,,assets/locations,gwahilmoth_962
963,3a69b6cc15d82b466745c6d8a3611f36,Dol Ninden,town,,,,,2026-05-25 20:17:49.256207,2026-05-25 20:17:49.256207,0101000020E6100000BE40671A0731B53FF5FB385B29254840,,assets/locations,dol_ninden_963
1083,,Entamundo,town,,,,,2026-06-02 14:30:42.42889,2026-06-02 14:30:42.42889,0101000020E6100000B356E1FD4D810440E9086CD0AA584840,,assets/locations,entamundo_1083
1084,,Alclud,village,,,,,2026-06-02 14:30:42.42889,2026-06-02 14:30:42.42889,0101000020E6100000429DC1A9D1CBCFBFB11B59CB12994740,,assets/locations,alclud_1084
1085,,Cithiel,town,,"Once a great township of 4,400 on the Baranduin in Minhiriath. By T.A. 1400 the old town was abandoned. The site has since been resettled on a smaller scale by Eriadorian tribesmen, who call it Cuncan — a rough cluster of timber-and-daub buildings amid the foundations of the much larger earlier settlement.",,,2026-06-02 15:00:26.076393,2026-06-02 15:00:26.076393,0101000020E6100000E65B961B476D03C07718549CC4A84840,,assets/locations,cithiel_1085
1086,,Silent Castle,ruins,,,,,2026-06-02 15:00:26.076393,2026-06-02 15:00:26.076393,0101000020E610000002C363D27AB505C09B0C634740144940,,assets/locations,silent_castle_1086
1087,,Parth Ainatir,point of interest,,"Parth Aertirith (S.""Sward of the Holy Watch"") was an Elvish camping glade on the border of Sîrgala and Harlindon.The Place was forsaken by the Elves after a great tragedy, the juvenile and drunk Elcaldil of Girithlin, heir of Girithlin, had harassed an elven girl and was thrown down by Glorfindel Goldenhair, after which the House Girithlin thought of it's family and fate as cursed.",,,2026-06-02 15:00:26.076393,2026-06-02 15:00:26.076393,0101000020E61000001869EB3B9AEE09C0AF7B1AEF2DCE4840,,assets/locations,parth_ainatir_1087
1088,,Endrist,ruins,,,,,2026-06-02 15:00:26.076393,2026-06-02 15:00:26.076393,0101000020E610000061098145661203C02A365413F6D84840,,assets/locations,endrist_1088
1089,,Bag end,point of interest,,,,,2026-06-02 16:03:51.30775,2026-06-02 16:03:51.30775,0101000020E6100000890BEBE03CEBF3BFA065616973D04940,,assets/locations,bag_end_1089
1189,,Aradhrynd,manor,500.0,"Aradhrynd is the great underground palace of King Thranduil of the Woodland Realm, carved beneath a hill near the northern edge of Mirkwood after the growing Shadow of Dol Guldur made the southern forest uninhabitable. Unlike the dark tunnels of Goblins, the halls are bright with torchlight and alive with Elvish voices; carved pillars support high ceilings, and a river runs through the lower levels. Visitors are rare and rarely welcome — the guards are watchful, and the gates of great iron and oak are seldom opened for strangers.",,,2026-06-09 01:08:28.035039,2026-06-09 01:08:28.035039,,"93% Silvan Elvish, 7% Sinda",assets/locations,aradhrynd_1189
493,3a0e8f7057a10fdba04997b4c64e5c03,Cerin Amroth,keep,40.0,"Cerin Amroth is a grass-covered hill in the heart of Lórien, crowned by two concentric rings of trees — one of niphredil, one of elanor — whose flowers bloom in gold and white all year. It was designed as a royal retreat by King Amroth and served as the palace of Lothlórien for ages. The traveller allowed inside Lórien finds the hill astonishingly beautiful; the light here is unlike that of the world outside, clear and golden even in winter.",,,2026-04-09 19:20:51.673422,2026-04-09 19:20:51.673422,0101000020E61000000F4757E9EE3A28405B41D3122BB54840,"15% Sinda, 85% Silvan",assets/locations,cerin_amroth_493
1253,,Tir Limlight,fortified town,156.0,"Tir Limlight marks the effective northern limit of Gondorian authority on the Anduin, guarding one of the few crossings at the Undeeps. Founded by Gondorian merchants, it has grown into a walled town of mixed Gondorian and Northman character — stone houses and timber warehouses, the smell of river trade, and the constant awareness of the northern wilderness beyond the walls. The garrison here watches for threats from Rhovanion as much as it watches the river traffic.",,,2026-06-09 01:08:28.096716,2026-06-09 01:08:28.096716,,"60% Gondorian, 40% Northman",assets/locations,tir_limlight_1253
1092,,Ost Galad,town,,,,,2026-06-02 16:03:51.30775,2026-06-02 16:03:51.30775,0101000020E610000068AA687B27063140F8C303DD031A4B40,,assets/locations,ost_galad_1092
462,15ba230084a51abb21a6873b76a635a0,Fornost Erain,fortified city,3100.0,"Fornost Erain — the 'Fortress of the Kings' — crowns a steep rise on the southern slopes of the North Downs, capital of Arthedain. It is as much fortress as city: concentric rings of stone walls enclose the royal palace, the great library, and the merchant quarters of the Dúnedain. The city's streets are orderly and well-paved; the men who walk them are tall and grave-faced, with the bearing of a people who know themselves to be heirs of Númenór. Beyond the walls, the North Downs roll away in all directions.",,,2026-04-09 19:20:51.667493,2026-04-09 19:20:51.667493,0101000020E61000003ED00A0C599DF73F3F1F65C405824A40,"95% Dúnadan, 5% Mixed Mannish",assets/locations,fornost_erain_462
1094,,Cairg Dinas,village,,,,,2026-06-02 16:03:51.30775,2026-06-02 16:03:51.30775,0101000020E6100000706CBBD885FA08C0E70D0C3A03D94740,,assets/locations,cairg_dinas_1094
1095,,Limmon,village,,,,,2026-06-02 16:03:51.30775,2026-06-02 16:03:51.30775,0101000020E61000009A925E03A43D2140B180733F6C554540,,assets/locations,limmon_1095
1096,,Calenin,village,,,,,2026-06-02 16:03:51.30775,2026-06-02 16:03:51.30775,0101000020E6100000E0EAF34F3A9F20404A86FF0151394540,,assets/locations,calenin_1096
1097,,Doldorth,village,,,,,2026-06-02 16:03:51.30775,2026-06-02 16:03:51.30775,0101000020E6100000A72492A1ECD91A40793720432E6F4540,,assets/locations,doldorth_1097
1100,,Pillars of Stone,ruins,,,,,2026-06-02 16:26:31.032324,2026-06-02 16:26:31.032324,0101000020E610000014CAC0F4E195144050E157D968594840,,assets/locations,pillars_of_stone_1100
1101,,Minas Melosse,point of interest,,,,,2026-06-02 16:26:31.032324,2026-06-02 16:26:31.032324,0101000020E6100000531F83B5759617403C3630DEEF094940,,assets/locations,minas_melosse_1101
1102,,Beanach,town,,,,,2026-06-02 16:26:31.032324,2026-06-02 16:26:31.032324,0101000020E610000040A98C47493F184097FB966928F84740,,assets/locations,beanach_1102
1103,,Dun Fidach,town,,"What was once a Dúnadan fortress called Amon Mîn ('Hill between the gaps') — a watch-post commanding the Greenway in Dor Wathui — has long since been abandoned. The Rangers of the North maintained it briefly after Arnor's dissolution, but eventually left it to decay. The Dunlendings call the ruins 'Dinas Gwydd'; a small Ranger campsite occasionally shelters here.",,,2026-06-02 16:26:31.032324,2026-06-02 16:26:31.032324,0101000020E610000023C0B763E193174018A6AB22D0DE4740,,assets/locations,dun_fidach_1103
1104,,Dun Udrost,town,,"Echad Dagoras ('Dagoras' Camp') is an old Elvish ruin south of Eregion, some sixty miles southeast of Ost-in-Edhil. The Rangers of the North use it as a temporary camp; the local Dunlendings call it Dinas Yddryst or Dol Du ('Dark toll') and shun the place. A few broken stone walls and foundation courses amid scrub — eerie in atmosphere.",,,2026-06-02 16:26:31.032324,2026-06-02 16:26:31.032324,0101000020E6100000B4565D241A9A1A4062F896725B174840,,assets/locations,dun_udrost_1104
1105,,Creatrach,town,,In the Coit Cerdd on the borders of Dunfearn stands the ruin of an old Gondorian watchtower called Harndirion ('Southwatch'). The Rangers of the North maintain a semi-permanent camp here among the ancient stones. The local Dunlendings call it Craig-y-Din ('Castle Rock') and give it a wide berth.,,,2026-06-02 16:26:31.032324,2026-06-02 16:26:31.032324,0101000020E6100000EF8EE25699B11A404CEA5B326DE54740,,assets/locations,creatrach_1105
1106,,Gwâl Draig,town,,,,,2026-06-02 16:26:31.032324,2026-06-02 16:26:31.032324,0101000020E6100000F5A91535237E1C403495882D5FE94740,,assets/locations,gw_l_draig_1106
1107,,Odharn,town,,,,,2026-06-02 16:26:31.032324,2026-06-02 16:26:31.032324,0101000020E6100000E5D4A308ECA519408C6BBC069FD94740,,assets/locations,odharn_1107
1108,,Daithen,town,,"A Dunnish clan-hold in Dunfearn near the Misty Mountains, its name meaning 'Ancient Fire'. A rough highland village of timber longhouses and livestock pens, ruled by chieftain Menu with the counsel of the local conjurer Selyf Hen. Smoke from fires hangs low in the valley on cold mornings.",,,2026-06-02 16:26:31.032324,2026-06-02 16:26:31.032324,0101000020E6100000C6DB27C2366219404B6C7C9FABB64740,,assets/locations,daithen_1108
1109,,Carnach,town,,"Ost-Dunhoth was once a township of some 3,200 people in Enedhwaith. By T.A. 1400 its population had drained away entirely. What remains is a field of overgrown ruins — broken walls of old stone half-buried in scrub and grass, with no permanent inhabitants. Local Dunlendings call the place cursed and do not build here.",,,2026-06-02 16:26:31.032324,2026-06-02 16:26:31.032324,0101000020E61000006629CFD8F9F91640BE67CC6F15A64740,,assets/locations,carnach_1109
1110,,Golgoch,town,,,,,2026-06-02 16:26:31.032324,2026-06-02 16:26:31.032324,0101000020E6100000138B6DC9CE6F1A40F6BE2B7BFE004840,,assets/locations,golgoch_1110
1111,,Ehuir,village,,,,,2026-06-02 16:26:31.032324,2026-06-02 16:26:31.032324,0101000020E61000003C2AA8900C12124027411AC4E0D84640,,assets/locations,ehuir_1111
1112,,Vervain,village,,,,,2026-06-02 16:26:31.032324,2026-06-02 16:26:31.032324,0101000020E6100000BC36DD2B85A41640E757EB857DCE4640,,assets/locations,vervain_1112
1113,,Morven,village,,,,,2026-06-02 16:26:31.032324,2026-06-02 16:26:31.032324,0101000020E610000024FEEE2D3BB017406681E36320034740,,assets/locations,morven_1113
1115,,Maenthirost,town,,,,,2026-06-02 16:34:05.184701,2026-06-02 16:34:05.184701,0101000020E61000009F9A3033530BF53FCCB08DB57E4C4B40,,assets/locations,maenthirost_1115
1116,,Witeburg,town,,,,,2026-06-02 16:34:05.184701,2026-06-02 16:34:05.184701,0101000020E610000089BCD302234F2040F99489A4B3B14640,,assets/locations,witeburg_1116
1118,,Calost,town,,"A village of Anórien straddling the Calenen stream on the Great North Road, about thirty miles from Calenhad and twelve from Min-Rimmon. The ancient stone bridge over the Calenen is still in excellent repair. Stone houses on the western bank cluster around the Traveller's Rest Inn, a well-regarded stopping point for anyone on the road. A mill draws from the river; market days bring peasants from surrounding villages.",,,2026-06-02 16:34:05.184701,2026-06-02 16:34:05.184701,0101000020E610000008FE79D6759928403CF453414E6E4640,,assets/locations,calost_1118
1119,,Astirian,village,,"The ancestral manor of House Astorion, a noble Gondorian family of Anórien, on the fringes of the Mouths of the Entwash north of Min-Rimmon. The manor is a solid Gondorian country house of dressed stone, surrounded by extensive farmlands and pastures. The Astorion family has held these lands since the early Third Age; their hall stands as a quiet landmark on the flat green plain.",,,2026-06-02 16:34:05.184701,2026-06-02 16:34:05.184701,0101000020E6100000DB156FBC13172F400B853E94F46A4640,,assets/locations,astirian_1119
