"id","external_id","name","location_type","population","race","description","region","image_url","geom_wkt"
"453","0d8e3b9e2948db2be16c2f4956546265","Annuminas","ruins","","","Ruined city. Once the first capital of Arnor, Annúminas stood on the southern shores of Lake Evendim. In its prime it glittered against the night sky, its festive torches visible across the Northern Kingdom. By the Third Age little remained but stone blocks and collapsed columns, a haunting and desolate place.","","","POINT(-0.848949 53.010855)"
"454","0df0970789f98c362a31cfadb2b83153","Cathiel","ruins","","","Ruined city. Cathiel was a settlement of Ethir Gwathló in Cardolan, about seventy-five miles inland from the mouths of the Gwathló. It had a population of roughly 4,000 in T.A. 250, declining through the Third Age and finally abandoned by T.A. 1640.","","","POINT(-2.236776 47.126324)"
"455","0fefd0115eb8dc430522a1ee0368e24e","Haerlond","point of interest","","","","","","POINT(1.892833 40.529686)"
"456","125192817421a689c47d02e86b8e7513","Calembel","city","2000","Gondor","The main town of Lamedon, Calembel (S. Greenham) was conveniently located east of the Fords of Ciril, on the road linking central Gondor with the mining communities of the southern White Mountains. People from across Lamedon and northern Mornan traded goods here; most ore was shipped directly to Linhir and Pelargir.","","","POINT(11.577131 43.689014)"
"457","12861aa0bb58c19dd55228f70e240f6b","Bree","city","1500","","Bree is the largest settlement of Bree-land, a region that is peaceful, agricultural, and largely self-governing. Built around a large hill and protected by a formidable dyke topped with a thick hedge, it is one of the few places in Middle-earth where Men and Hobbits live side by side. Its central location on the Great East Road makes it a crossroads of trade and information.","","","POINT(1.228323 51.560255)"
"458","13328700f334769383730b40c93d2add","Greenholm","town","310","Humans, Hobbits, Silvan Elves","A quiet outpost in the middle Third Age, home to a few Arthadan families coexisting with nearby Elves who observed the comings and goings of mortals on behalf of the lords of the Grey Havens. One of the Elves, Sinda Calenlinn, was an expert herbalist fond of fermented grains.","","","POINT(-3.382751 51.39257)"
"459","1529023a68b193b8bf5fbe78196b3d6e","Enerond","ruins","5","","Ruined city. Enerond was a township of Brethyar in Arthedain, on the east bank of the Lune River. It had a population of about 5,100 in T.A. 250, declining through the Third Age until abandoned before its end.","","","POINT(-1.237397 52.950469)"
"460","1534c928808a039095dd49e5eb3d37b9","Lomost","fortress","120","Gondor","","","","POINT(3.325376 40.91388)"
"461","155d4c11e6dc874f9b09cb0dd0f37f1b","Ethring","city","1300","","Ethring (S. Cold Spring) was established during the Gondorian conquest on the eastern bank of the Ringló at the junction of the Rathon Arat. Its name derived from the icy mountain streams nearby. Ethring became a large market town at harvest time, serving travelers along the Gondor Road, with mining and blacksmithing as subsidiary industries.","","","POINT(12.41734 43.320786)"
"462","15ba230084a51abb21a6873b76a635a0","Fornost Erain","fortified city","3100","Dúnedain","Located on a steep rise on the southern slopes of the North Downs, Fornost served as both fortress and town — the royal seat of Arthedain after the sack of Annúminas in T.A. 1409. A somber mood pervaded the court as the Dúnedain stood ever ready to face another assault from the Witch-King. The wisest scholars and the largest library of the Northern Kingdoms were found here.","","","POINT(1.475915 53.015801)"
"463","1691e47321554c359e67eaa3f4b72b85","Galenros","point of interest","","","","","","POINT(-6.386798 53.375535)"
"464","16cbb3fddb6eb25580cda7bcfc7f71e9","Harlond","city","650","","Harlond was a more hospitable Elven harbour than Forlond or Mithlond, a place of simple pleasures rather than great deeds. Nearly invisible from the sea, it lay sheltered behind a protective promontory. Few large swan-ships departed from its docks, though many small elven pleasure craft anchored here before setting sail for the wider world.","","","POINT(-8.135416 50.782548)"
"465","1978c4880d101efe741d9f6709199d4f","Eithel Thurin","town","620","Corsairs","Eithel Túrin (S. The Well of Túrin) was a quiet settlement of several hundred souls, situated halfway between Methir and Barad Harn. It was founded in T.A. 932 by Gondorian veterans wounded in the wars against the Haruze and Umbarians.","","","POINT(13.750343 39.180084)"
"466","19f01cb59625b48166dd6ffef0991750","Minas Arthor","city","5000","Gondor","Minas Arthor, once the capital of Arnach, was situated at the crossings of the Erui, where a settlement had existed since the earliest chronicles. Founded at the beginning of the Third Age, it grew into the center of a prosperous agricultural district.","","","POINT(16.769285 42.493854)"
"467","1a056b5e31d35c42e643f9f716ee1b84","Lond Rhaen","village","120","","","","","POINT(0.966925 39.862769)"
"468","1a43bb9d28424d1c7a09348ba2f53e46","Mirimar","city","560","","","","","POINT(-10.308741 52.60319)"
"469","1c4692f658908ed6ebfc090f4b3ab0a5","Bar Astirian","manor","20","","Astorion Manor (S. Bâr Astorion) was the former home of House Astorion, a noble Gondorian family. It was situated on the outskirts of the Entwash Mouths, north of Min-Rimmon, where the family held extensive lands.","","","POINT(14.603374 45.026475)"
"470","212b1c186141ab63909ccb43e5d88c00","Ossarnen","point of interest","1400","Gondor","Setmaenen, known as Ossarnen to the Dúnedain and Gondorians, was a small mining town in the province of Lamedon and the site of an ancient sacred place of the Mountain Men. The word Ossarnen alludes to the Setmaenen Stones, a pre-Númenórean ceremonial complex of megalithic structures outside the town.","","","POINT(11.391809 44.11232)"
"471","221d7d6f3912b1b81ab7b3186ce88fb3","Gram","dwarven mine","1000","Orcs","The Witch-King's servants erected this mountain fortress on the southern branch of the Misty Mountains forming the boundary of Nan Angmar. Gram was the most formidable Orc stronghold west of the mountains; no man had ever escaped its depths to give a coherent account of its interior.","","","POINT(7.71789 54.443782)"
"472","223f370e8996d2b428a5d4e5d6c21035","Imladris (Rivendell)","fortified city","2300","Noldor Elves, Silvan Elves, Sindar Elves, Half-Elves, Dúnedain","Rivendell (S. Imladris) was a refuge in the valley of the Bruinen, protected by the power of Elrond Half-elven and Vilya, the Ring of Air. Evil could not enter its boundaries; even the Nazgûl dared only to prowl its borders. The refuge offered counsel, healing, and rest to all free peoples who found their way to its hidden gates.","","","POINT(9.871206 51.52831)"
"473","22fe3e29220c0d9a82bfb2680d8b854a","Tharbad","city","21345","","Since the fall of King Ostoher in T.A. 1410, the ancient Númenórean port of Tharbad had been losing the glory it once possessed. Still the largest city in Eriador, it was riven by petty rivalries among the surviving princes of Cardolan, guild conflicts, and a growing criminal class. Only its role as the main commercial hub north of Gondor kept the city from self-destruction.","","","POINT(3.094174 48.841242)"
"474","235269a8e1723e126b7887d29c4fd341","Minas Ongoth","ruins","","","Ruined city.","","","POINT(-2.005377 54.129843)"
"475","23a6ef21a52eb11823391f20df3fc5a7","Bar Engui","village","60","","","","","POINT(-0.162456 40.376272)"
"476","25d3ae62f10cbc7919506ae65fd7dd2c","Athrad Poros","town","450","","The ford settlement of Athrad Poros was an important stop on the land trade route south. It began as a military garrison protecting the border between the nascent Kingdom-in-Exile and the Umbarean sphere of influence. When the Harnen Corridor opened, Athrad Poros became a critical juncture for trade with Near Harad and Khand.","","","POINT(18.127267 40.357852)"
"477","28a90db52bc32e64d25b3ba266dd7c80","Rood","town","280","Dúnedain","Rood (originally Ruaduin), once the largest city of Nan Turnath, was a hum of commerce where the King's Road met the Baranduin. By the late Third Age it suffered severely from plague and the incompetence of its feudal lord. Many of its stone houses stood abandoned and decaying, while much of the surviving population had fled to Fornost.","","","POINT(0.44034 52.870134)"
"478","2ac39eaf2604ce7c7b5058e778f63624","Fangoth","ruins","","","Ruined city.","","","POINT(0.92569 48.750512)"
"479","2c1d9a8d2a5d1ab62942438dfd375a62","Minas Tirith","fortified city","25000","Gondor","Originally called Minas Anor (S. Tower of the Sun), Minas Tirith was built at the foot of Mount Mindolluin in the Ered Nimrais. The city rose in seven concentric tiers of white stone, each gate offset from the last, and the White Tower housed the last Palantír in Gondor's keeping. Together with Osgiliath and Minas Ithil, it formed the core of Gondor.","","","POINT(17.422569 43.158864)"
"480","2ca07fa0e4327709a553cdaef455adce","Tir Feren","castle","80","Gondor","","","","POINT(2.740454 41.548916)"
"481","2cfbecb372b043aee8f642cd6a7b86ed","Car Gaul","manor","30","","","","","POINT(1.549864 42.010386)"
"482","2d63757ee0677b0d14e6ef15cf80e497","Mithlond","city","9200","Nandor, Sindar, Noldor","Mithlond (S. Grey Havens) was the chief harbour of Lindon, ruled directly by Círdan the Shipwright and his council. Fast elven ships crossed the Gulf of Lhûn regularly; at night their lanterns made the waters dance with brilliant light. An open city of magic and beauty, Mithlond welcomed honest travelers, though its Elven welcome could seem cold to those unfamiliar with their customs.","","","POINT(-5.813533 51.636483)"
"483","2f80c0f3f97fa5120648aac455745217","Linhir","city","4100","","Linhir (S. River Fords) was a prosperous and busy port, its ancient Númenórean walls enclosing a city that had been an important urban center for millennia. A large population of unsavory characters preyed upon the weak and gullible amid the bustle of river trade.","","","POINT(13.13929 41.259747)"
"484","2fb7c7e28436f4bd9c61816182aed529","Bar-i-Dinuviel","town","244","Noldor","Bar-i-Dinuviel (S. Home of the Nightingale; Os. Mbar Tinduvela) was a fishing village on the coast of Dor Tinuviel.","","","POINT(-7.395721 48.731791)"
"485","3111faba40b284fcb721cbdcf31ac234","Edoras","city","1600","Rohirrim","Edoras (R. The Courts) was the capital of Rohan, built upon an ancient hill site at the northern edge of the White Mountains. The great hall Meduseld crowned the hill, and the kings of the Mark were buried in twin rows of barrows outside the main gate. The surrounding treeless plains gave its lookouts a commanding view of all approaches.","","","POINT(9.385098 45.345745)"
"486","3176e8d194093b2c5dc2ae99f1343b86","Firaen","ruins","","","Ruined city.","","","POINT(-3.695985 53.387085)"
"487","31a29acf8ccc956ecf4321750e626859","Litash","city","3400","Sauron","Litash served as a training center for priests of the Dark Religion and as the primary base for tax collection in eastern Angmar. It was one of the Witch-King's chief instruments for controlling the eastern reaches of his domain.","","","POINT(9.489663 54.634588)"
"488","32ec88080dbad7aa7fa3312e02d2fd8e","Lond Daer","ruins","","","Ruined city. Established as Vinyalondë by Tar-Aldarion in the 9th century of the Second Age, later known as Lond Daer Enedh, it was a great Númenórean colonial port. It was devastated by the cataclysmic tsunami of S.A. 3319 that accompanied the Downfall of Númenor.","","","POINT(-0.911886 46.925789)"
"489","330a8f4cdc4243eab59df18dc11bc301","Himihiril","castle","50","Gondor","","","","POINT(-3.212527 54.57971)"
"490","33776f6e655140f9d3dcf37a1f809675","Woodmen Village","town","200","Woodmen","A small village of the Woodmen in the Upper Anduin Vales, partially built on large platforms in the trees in the Elven fashion, reflecting the friendly relations between the Woodmen and the nearby Wood-Elves.","","","POINT(16.365852 51.231894)"
"491","364708d6d5fa3c5222b7232ac0755ec8","Turonost","city","890","Noldor","","","","POINT(-11.932362 55.033719)"
"492","39a1fb6f2b80d2adcf19c573d6e18ad2","Arailt","fortress","120","Dunlendings","Arailt Hold was the ancient seat of the Dunlending Arailt clan. By the time of the War of the Ring it had long been abandoned; the Rohirrim had established a scouting camp above the ruins and nearby caves.","","","POINT(6.432063 47.021704)"
"493","3a0e8f7057a10fdba04997b4c64e5c03","Cerin Amroth","manor","","Silvan Elves","Cerin Amroth (S. Hill of Amroth) was the wooded hill that served as the home and court of King Amroth of Lórien during the Third Age. Even after his departure, the hill retained a timeless quality, fragrant with elanor and niphredil.","","","POINT(12.115104 49.415377)"
"494","3a6a1f51e11f666f2597c738833772d8","Fennas Drunnin","town","430","","A Council directed most affairs in Fennas Drúnin, a town that depended on local farms and vineyards for its prosperity. Some Hobbits lived nearby but generally avoided contact with the townspeople. Far from the main roads of Cardolan, it was a good base for anyone wishing to explore southern Rhudaur or the Elven ruins of Eregion.","","","POINT(5.871737 50.178819)"
"495","3b0b65c60127a330e405a5e4f60c6590","Herubar Gular","ruins","50","Orcs","Ruined castle. Originally a Broadbeam Dwarf camp, later fortified by the Númenóreans and then used as a Dúnadan lordly mansion after the founding of Arnor. Abandoned during the wars following Rhudaur's separatism, it became known as Herubar Gûlar (Manor of the Sorcerer) and was later used as a hideout by the Witch-King's agent Ar-Gûlar.","","","POINT(7.128556 52.04951)"
"496","3d368f4dc9bafeeb9ae34a63791ffd66","Mindolhendi","city","900","","","","","POINT(-8.571719 55.929858)"
"497","3d50c595ccaa0ae4f93d96ce0dd050c6","Eredimar","village","92","Silvan Elves, Dwarves, Men, Hobbits","Eredimar (S. Mountain Home) lay at the foot of the Ered Luin within the valley of Imladorn (S. The Wooded Valley). Despite housing fewer than 100 people, it was remarkable for its cultural diversity — Hobbits, Dwarves, Elves, and Men had all settled here at various times. Sulfur springs nearby gave Eredimar renown as a place of healing, and three well-maintained lodges welcomed travelers.","","","POINT(-7.199672 52.568257)"
"498","3d84453a5c46f62464fcb2edc61b25e1","Filimer","ruins","","","Ruined city.","","","POINT(4.034143 49.498538)"
"499","3df2661c13cb9ec080b86da4f7a5298b","Bar Irlossiel","ruins","","","Ruined castle. Barad Perinluoss, commonly known as the Silent Castle, was an ancient Elven refuge in southern Sîrgala — an independent community of Wood-Elves and Arthadan religious refugees who pledged fealty to a half-Elf known as Iralussiel the Tranquil. Iralussiel died mysteriously around the 11th or 12th century T.A., and the shelter became eerily peaceful thereafter.","","","POINT(-1.862215 50.200255)"
"500","4106d605bd81fc06a53f32b824e5e37a","Methrast","tower","87","Gondor","","","","POINT(10.279651 39.454845)"
"501","4291252739bbc7141616918bcaba22ad","Nan i Naugrim","dwarven mine","430","","The greatest mine of Nan-i-Naugrim and the capital of the Broadbeam Dwarves since the Second Age. By the mid-Third Age, Edennogrod — the largely ruined Khazad above Nan-i-Naugrim — stood as a shadow of its former self. At the end of the Third Age it was ruled by the feudal lord Grár, who held the honorary title Mountain King among the Shire-folk.","","","POINT(-7.108307 54.632519)"
"504","440c871cf631fbad125559f4e3d7fcea","Minas Girithlin","castle","60","","The castle had withstood many sieges, as evidenced by the numerous scars left by fire and siege engines on its exterior walls.","","","POINT(-2.625009 48.761944)"
"505","443fc38145c4ef1c1899d04d3d02ce4d","Bar Adorn","town","600","","Bar Adorn was a settlement on the River Adorn near the western borders of Rohan, serving as a minor trading post between the Rohirrim and the Dunlendings of the region.","","","POINT(3.388161 46.091757)"
"506","46d9ea208b4d78d838a35cbfe57ccc5f","Saerthondost","fortress","200","Gondor","Saerthondost was one of two Dúnedain strongholds protecting Pinnath Gelin and Nan Lefnui from the wilds of Hairaverkien. Located on the north bank of the Lefnui where the river turned sharply northwest, it was named for the nearby swamps rich in shepherd's herbs. A lighthouse tower linked it to its sister fortress Pinnornost to the northeast; it was founded in T.A. 823 and abandoned in T.A. 2157.","","","POINT(3.287055 42.466171)"
"507","476fb6b7cd1817b7359c8b8c58e1a266","Calenhad","tower","54","Gondor","","","","POINT(14.264176 44.278558)"
"508","481a34f0a4593aa08c7b358c62091a35","Adavalinda","village","140","","","","","POINT(1.378078 41.886452)"
"509","482aba99e3d5973b8398277777044585","Cargash","tower","55","Sauron","Cargash was designed to warn the Witch-King of approaching intruders and to serve as a base for patrols into the No-Man's-Land of En Udanoriath between Angmar and Arthedain. Regular sorties launched from Cargash kept the frontier under constant surveillance.","","","POINT(5.813279 54.991128)"
"510","48d6956a9e549bdf8867e069a7424d2c","Thingastathbaurg","town","150","Woodmen","","","","POINT(13.723291 53.101593)"
"511","4935db7004ad27dfe5c8740008ea1b23","Minas Ithil","fortified city","30000","Gondor","Minas Ithil (S. Tower of the Moon) was a Gondorian city protected by a deep valley in the Ephel Dúath and the largest urban center east of the Anduin. Known as the intellectual and spiritual capital of Gondor, it was a refuge for artists, scholars, and seekers of tolerance. Its dramatic architecture was unrivaled in the kingdom.","","","POINT(18.905247 43.528463)"
"512","493a02d2bcbd0fb36907edb7ea0eecaf","Michel Delving","town","650","Hobbits","Michel Delving was the chief town and administrative center of the Shire, located in the White Downs of Westfarthing. It was the seat of the Mayor of the Shire and housed the Mathom-house, a museum of Hobbit curiosities.","","","POINT(-2.454585 51.363869)"
"513","4a24da5b5ac1a6c3fb9cdd15d503819f","Vidusbaurg","town","520","Northmen","Buhr Widu, situated near the small Forest Lake, retained some of the royal splendor of the days of Vidugavia. The Grammuz princes who ruled it after the Plague lacked the strength to restore its former glory. Like most Northman villages on the plains, it consisted of long wooden and thatched houses defended by an earthen wall and sturdy wooden towers.","","","POINT(20.2981 50.405638)"
"514","4be9468f854fa8a1dcb64764ace32902","Morkai","castle","1000","Sauron","Barad Morkai rose atop a granite promontory overlooking the Way of Angmar. The fortress comprised thick walls and square bastions, built to withstand the most powerful siege engines of the age.","","","POINT(6.60636 55.068171)"
"515","5011afade619f3d35e1d667cfb0f6f69","Faranel","ruins","","","Ruined city.","","","POINT(-1.381329 54.563073)"
"517","556e0b805bb4afe0be501c6fb7924f5e","Bar Morthil","point of interest","","Dúnedain","","","","POINT(-3.144798 39.274599)"
"518","5782c24e1c9a90bd8ae93a0624d9e87d","Tilmendir","castle","140","Gondor","Tilmendir monitored traffic moving between Westmarch and Anfalas, and projected Gondorian authority over the local Dunnish tribes.","","","POINT(6.214492 45.163506)"
"521","59cf3830ff27cef7e73d05bbe03b3805","Guinnion","ruins","","","Ruined village.","","","POINT(-1.168778 47.430766)"
"522","5abbd6f333ee1250e91efc4a02013c02","Bodroth","city","0","","Bodroth was a city of Eketyar in Arthedain, situated on the northern shores of Lake Evendim about forty miles north of Annúminas. It had a population of roughly 4,900 in T.A. 250, but declined through the Third Age and was eventually abandoned, though it survived the fall of the last King by several generations.","","","POINT(-1.098611 53.3107)"
"523","5cbba5e7606045d742bbfc0cd65aa0b1","Culwic","town","400","Gondor, Dwarves","Culwic, originally known as Himtil or Himobel (S. Chill Village) and later as Colwich, was a small town in western Arthedain on the Little Lune, just north of the borders of Dor Lelvin and Lindon. Its mixed population of Men and Dwarves supported the dwarven settlements to the north through industry and agriculture.","","","POINT(-6.450549 53.936333)"
"525","5ee93f5bc3e4001805d234e95a79657d","Cirith Dudhrandir","town","450","","Cirith Dudhrandir was the only major mountain pass through the Belfalas Peninsula and the only one with a paved road, making it strategically vital for Gondor's southern defenses. At 5,800 feet and over sixty miles east to west, it was guarded by the fortress of Naur Amrûn. The pass was named in S.A. 3400 when Edhelion of Eldalonde received Belfalas as a fief.","","","POINT(10.161853 41.049572)"
"526","5f7b31b1e45bc32f9710965931ec02be","Anghul","castle","80","Sauron","","","","POINT(5.880489 55.633701)"
"527","60d41486e9354c4d4dd2445e69e812e8","Forlond","city","780","Noldor","Forlond, the Elven harbour of Forlindon, lay hidden in a steep fjord whose sheltered waters protected the Elven fleet from the storms of the Belegaer. Less populous than the nearby Grey Havens, it was nonetheless an important coastal centre where Elves built beautiful ships destined to carry them to Aman.","","","POINT(-9.783386 52.192311)"
"528","62529e65a017f5026aa81f71c3acec85","Rildolach","ruins","","","Ruined city.","","","POINT(-3.902661 53.717587)"
"529","62ee9d110b26b1dfee272ff8634879da","Malehaut","village","45","","","","","POINT(-3.251467 47.012628)"
"530","6442aa8e9dbeb487c3a787e44786eb05","Iant Methed","point of interest","5","","Iant Methed (The Last Bridge) was built of stone with three great arches at the height of Arnorian power in T.A. 320. In the petty wars of Rhudaur the crossing was generally considered neutral ground. The Last Inn, long run by the Grumm family, stood nearby; just northwest lay the ruins of Dol Elerilde, stronghold of an old lord of Rhudaur.","","","POINT(6.656038 51.505654)"
"531","650c99a437e0cce7a326674897da17d6","Laur Dunnen","town","420","","Larach Duhnnan lay on territory of Clan Feargan but the flow of foreign traffic made it a neutral ground for inter-tribal discussions and trade. It had no walls, relying on the nearby Feargan fortress for defense, and sat at one of the few accessible crossings of the Dunstrem, for which the clan lords charged a modest toll.","","","POINT(4.330594 47.761037)"
"532","65907bd900d495733194dcf01f5f1dde","Aerost","fortress","300","Gondor","","","","POINT(3.626902 41.034679)"
"533","67efb3b67cdd1b2fd62ecb938e847972","Talsir","town","250","","Talsir was one of the free cities of Cardolan on the west bank of the Gwathló, about 170 miles downstream from Tharbad. With a population of roughly 4,300 in T.A. 250, it was an important river stop and one of the few settlements of ancient Minhiriath to survive into the late Third Age.","","","POINT(-0.234818 47.538839)"
"534","681965fb86a89207792118ea20e07ff9","Framsburg","city","340","Northmen","Wraecaburg, though not directly under the Witch-King's rule, suffered frequent attacks and harbored many unsavory characters from outside Rhovanion. Its men occasionally traded with kinsmen at Maethelburg, but relations grew increasingly suspicious over time.","","","POINT(14.009562 54.17404)"
"535","68bdd7527815b3a3996d6fe4a7ffc0d4","Amon Sul","ruins","","","Ruined tower. From this vantage point one had an excellent view of the Great East Road heading toward Rhudaur, making it a strategic focus contested by Arthedain and Cardolan for generations. The Tower of Amon Sûl once housed a Palantír, moved to Fornost after Angmar's invasion in T.A. 1409.","","","POINT(3.521455 51.600639)"
"536","6bbb1c408a02daac53e41d565a15fea4","Caras Galadhon","fortified city","800","Silvan Elves","A fortified and beautiful city at the heart of Lórien, Caras Galadhon was an interconnected network of flets (S. Telain) built upon the great trunks of mallorn trees. Galadriel herself devised its plan, foreseeing the dangers her kingdom would face once Sauron forged the One Ring.","","","POINT(12.542319 49.212858)"
"538","6e182f410f716a021ddf51be662a827d","Endrist","ruins","","","Ruined city.","","","POINT(-3.934113 50.51091)"
"539","7019dd7f9f38eca5ad9f1305d1aec81b","Annulond","city","1200","Gondor","","","","POINT(1.770028 41.004206)"
"540","703e799a1608a3b9ff4ba4d98bf4f5bd","Gamwich","town","120","","Gamwich (W. Galabas, meaning Play Place) was a small village in the Westfarthing of the Shire, notable as the ancestral home of the Gamgee family.","","","POINT(-3.155729 52.02727)"
"542","72157ca5d66a0573a56b3e8a6faabf35","Bar Nevedui","castle","600","Gondor","","","","POINT(-2.29744 39.175898)"
"543","737cd8e5ebf3e66dbf23ade112de8011","Lorilad","village","89","","Lórilad was a fortified village of Lebennin, situated in the Ethir Anduin roughly seventy-five miles downstream from Pelargir, halfway between Pelargir and the western cape of Lebennin.","","","POINT(14.580513 40.790865)"
"544","75990a293755b179f5736ad958400efe","Sindbar","town","540","Gondor","","","","POINT(16.166696 44.061143)"
"545","76dfe74b025986ac0f4ebb77b57d9539","Larad","ruins","","","Ruined city.","","","POINT(-4.625452 55.090882)"
"546","77d37e506c88125d784b139a91d2b8c5","Sackville","town","110","Hobbits","Originally Sairinan (S. Valley of the Wizards), an ancient Eriadoran ruin repopulated by Northmen after T.A. 1412, the settlement became Saccburh before taking on the Hobbit name Sackville. Southfarthing's second-largest town, it sat amid wheat fields, orchards, and terraced vineyards. Sackville wine and pipeweed reached as far as Saerlann and Dale.","","","POINT(-1.551914 50.704271)"
"547","7c9213e731d938b81aea872e8df58c2b","Amon Din","tower","120","Gondor","Amon Din was the easternmost of the seven beacon towers of Gondor. Its fire signal alerted Minas Anor of any attack on the northern borders, initiating the chain of beacons westward across Gondor.","","","POINT(17.414725 43.745926)"
"548","7ca62dfc23b7be2ef8254d8924249fdc","Buzdum Mazar","dwarven mine","490","Dwarves","The greatest mine of Nan-i-Naugrim and the capital of the Broadbeam Dwarves since the Second Age. By the mid-Third Age, Edennogrod — the largely ruined Khazad above Nan-i-Naugrim — dominated the area. At the end of the Third Age it was governed by the feudal lord Grár, who bore the honorary title Mountain King among the Shire-folk.","","","POINT(-7.283618 54.590338)"
"549","7df88f8d7e3218d96af25370a52d4ce1","Minas Brethil","city","3000","","Minas Brethil (S. Silver Birch Tower), capital of Celossien, was situated in the upper Serni valley and served as an agricultural center between the Glinduin and Serni rivers. After the Kin-strife it held some 4,000 inhabitants, a number halved by the Great Plague and only slowly recovered thereafter.","","","POINT(15.13078 42.223616)"
"550","8047934e8120045a7dfdd987a70b4a80","Cithrenor","ruins","12","","Ruined town.","","","POINT(-3.529856 49.026391)"
"551","8092b4e9ff96ef0fca43812a665b6a64","Maegoth","ruins","","","Ruined city.","","","POINT(-1.537858 53.032579)"
"552","83b667b645b766f8d319f13ce83d8ca3","Barad Eldanar","castle","400","Sauron","","","","POINT(5.714704 54.61147)"
"553","847e48fd06a77bc060eecf08013ec386","Enerond","ruins","120","Gondor","Ruined city.","","","POINT(-4.803929 54.812309)"
"554","850a1cb58a471a45f6dc25bffa830125","Haerlond","town","390","Gondor","","","","POINT(-2.935146 38.976766)"
"555","8606fc2022212421702bfc7856e27660","Fanduin","city","500","","Fanduin had a fairly large population of 4,100 in T.A. 250, but its numbers declined through the middle Third Age and the settlement was eventually abandoned before the end of the Third Age.","","","POINT(0.618315 52.568654)"
"556","880eec93a3c2b8ebcf3a15446efc8c72","Pelargir","fortified city","2500","Gondor","Pelargir (S. Garth of Royal Ships) was founded by the Faithful of Númenor in S.A. 2350 and became the chief harbour and oldest city of Gondor, built on the Anduin at the mouth of the Sirith. It served as the base of Gondor's great fleet and was the kingdom's primary port of trade, second city only to Minas Tirith.","","","POINT(16.156195 41.256614)"
