id,name,slug,type,active,tier,parent_id,description,description_summary,url_path,biomes,created_at
03d5f579-8640-4f67-a36e-bd157afead50,Black Swans,black_swans,flying_animals,day,encounter,,"Black Swans are found from Mordor and northward into Wilderland, as far as the southern reaches of Mirkwood. They are also quite common in the river valleys of Nurad and Rhovanion, especially along the River Anduin. They are large for Swans and have been known to mob and overturn boats, usually because the vessels had come too close to the Swans' huge nests.","Large black swans of river valleys from Wilderland south to Mordor's edge, common along the Anduin; they will mob and even capsize boats that stray too near their huge nests. Toward travellers: usually peaceable, but aggressively territorial around their nests on the water.",,"{marsh,water}",2026-06-16T02:15:02.140Z
051aede3-d506-4da3-baf1-f2ffccbc6469,Highland Lynxes,highland_lynxes,carnivores,all-day,encounter,,"Hunting cats of the less extreme foothills and mountains throughout Endor, smaller than the Snow Leopard but effective hunters and fishers. Unusually for cats their size, they are highly social, living in prides of 5-8 with an intricate structure and hunting large game as a group using wolf-like tactics. Taken young, they make loyal and protective pets.","Hunting cats of the foothills and mountains, smaller than the snow leopard but — unusually for cats — highly social, living in prides and hunting large game together with wolf-like tactics; tameable if taken young. Toward travellers: keep to the heights and shun people, but a hunting pride is not to be trifled with.",,{mountains},2026-06-15T22:25:44.988Z
05431549-7db3-4991-b944-bb1909f678c5,Calenardhon Ruins,calenardhon_ruins,sites,all-day,encounter,,"The ruins of Calenardhon, the grassland province of Gondor before it became Rohan — abandoned forts, road-stations and steadings standing empty on the plains, slowly reclaimed by grass and weather.","The ruins of Calenardhon — Gondor's grassland province before it became Rohan — abandoned forts, road-stations and steadings standing empty on the plains, slowly swallowed by grass and weather. Toward travellers: a melancholy open ruin; shelter of a sort, but a haunt of beasts and brigands as much as a refuge.",,,2026-06-10T19:23:21.743Z
0555ce1c-3eee-4c40-8f89-fe18161e64c0,Vessino Clams,vessino_clams,water_animals,all-day,encounter,,"The Vessino Clam is a rare mollusk which is found only in the deep waters of the Haragaer and the southern Belegaer. A source of a valuable ingredient for a healing balm that soothes and heals burns, it is prized by Lay Healers and Medicinists. Its beautiful, silvery shell is also noted as an exquisite ornament.","A rare deep-water clam of the southern seas, prized for an ingredient in a healing balm that soothes burns, and for its beautiful silvery shell. Toward travellers: harmless; a valued find for healers and a thing of beauty.",,{water},2026-06-15T22:25:44.988Z
05611e91-228f-4ab8-917e-0bd553a0aac5,Princes of Dol Amroth,princes_of_dol_amroth,humans,all-day,encounter,f38ca7a3-f993-4f34-96ad-b28231f6a233,"Hereditary Dúnedain rulers of Dor‑en‑Ernil, holding a status just below the King and Steward; their line carries Elven blood and rules almost autonomously from Dol Amroth, symbolized by a silver Swan‑ship on deep blue.","The hereditary Dúnedain lords of Dor-en-Ernil, ranking just below King and Steward — a line carrying Elven blood, ruling almost as their own masters from Dol Amroth under the silver Swan-ship banner. Toward travellers: noble, gracious and high-bred lords of the sea-coast, courteous to the worthy and commanding in bearing.",,,2026-06-17T04:58:58.653Z
0577eac3-3888-47db-b405-a2c6dd2f706d,Spotted Lions,spotted_lions,carnivores,all-day,encounter,,"Named for the black spots on its almost-white underbelly above a burnt-orange coat, the Spotted Lion is now quite rare from hunting but still ranges throughout Cardolan. Not evil but extremely cunning and speechless, its old, bitter feud with the wolves has hastened its decline alongside the efforts of Men. It lives in small family groups, lairs in trees and caves, prefers to hunt Fiara (sheep will do), and will kill men in self-defence.","A rare, cunning lion of Cardolan — burnt-orange above with a spotted near-white belly — living in small family groups, lairing in trees and caves, hunting deer and sheep, locked in an old feud with the wolves, and killing men only in self-defence. Toward travellers: shy of people and not aggressive, but a powerful predator that will fight if cornered.",,{cave},2026-06-15T22:25:44.988Z
059d36f9-9179-4225-a035-165117b2245a,Water Mammals,mammals_otters_minks_rodents,water_animals,all-day,encounter,,"The otters, minks, beavers and water-rats of river and lake-shore — sleek swimmers that fish, forage and burrow along the banks. Mostly shy of Men, their dams, slides and tracks mark every healthy waterway.","The otters, minks, beavers and water-rats of river and lake-shore — sleek swimmers that fish, forage and burrow along the banks. Toward travellers: shy and harmless; their dams, slides and tracks mark a healthy waterway.",,,2026-06-10T19:23:21.783Z
06d62e06-9fcb-4dda-93c8-9ca72b211f57,Northmen,northmen,humans,all-day,group,,"Descendants of Vidugavia's horse-lords in the plains and East Bight, formerly prosperous farmers and horse-breeders, reduced by the Plague to hard-edged defenders of isolated homesteads and fortified camps.","Descendants of the eastern horse-lords, once prosperous farmers and horse-breeders, now hardened by plague and war into wary defenders of isolated steadings and fortified camps. Toward travellers: tough, watchful frontier folk — guarded with strangers, staunch once trusted.",,{plains},2026-06-17T04:58:58.653Z
07336b31-a038-47a0-a10f-52a9aff46865,Stoors (River Hobbits),stoors,hobbits,all-day,group,,"The Stoors are the stockiest Hobbit folk and often appear shorter than some of the Harfoots because of their wide profile. Generally, however, they are taller than Harfoots and shorter than Fallohides. Their coloration is also somewhat of a compromise, although they have curly brown hair which resembles that of their shorter cousins. Nonetheless, the most distinguishing features of Stoors are their huge hands and feet (large even by Hobbit standards) and frequent beard growth. Stoors prefer riversides and flatlands. Some have begun relying on surface dwellings of wood, brick, or stone. Stoors trace their lines through the female. River- and marsh-loving folk, they are met poling boats and tending weirs in Dunland, the wetlands of Eriador and the Gladden country, and are warier of strangers than other Hobbits.","The stockiest hobbits, broad-built with unusually large hands and feet and sometimes a beard — river- and flatland-dwellers, more at home near water than other hobbit-kinds. Toward travellers: easy-going, sturdy riverside folk, cautious with strangers but not unfriendly.",,,2026-06-16T02:28:26.533Z
073e0823-5c16-443a-b212-54ea5ff5cfca,Water-Drakes,water_drakes,drakes,all-day,encounter,,"True Water-drakes, often called Sea Serpents, are agile swimming Dragons (freshwater and saltwater) that seize prey with six fin-claws; their one weakness, besides fire, is being lured from water.","True water-dragons — often called sea-serpents — agile swimmers of fresh and salt water that seize prey with six fin-claws; their weakness, besides fire, is being lured from the water. Toward travellers: a lethal hunter of lakes, rivers and coasts, safest fought by drawing it onto land.",,"{ocean,water}",2026-06-16T02:15:02.176Z
074ca5a5-a913-46d8-bcad-ebd1125c66d0,Sea Crocodiles,sea_crocodiles,reptiles,day,encounter,,"Uncommon but well-feared, the huge Sea Crocodiles resemble Fell Beasts without wings. They are gracile, dark blue, and have black stripes running down the backs of their horny backs. Many chroniclers believe they are related to Water Drakes, for Sea Crocodiles have elongated conical grasping teeth in the forward part of their snouts that extend well outside their mouths. Like sea monsters, Sea Crocodiles are prone to attack smaller ships, seeking to puncture hulls with their mighty jaws, then waiting for the ship to founder. Nesting in secluded bays or in coastal caves, they also present a danger on land.","Huge, feared sea-reptiles — dark blue with black-striped backs and long grasping fangs that jut from the snout, thought kin to water-drakes — that attack small ships, punching holes in hulls and waiting for them to founder. Toward travellers: a deadly menace at sea, a wrecker of boats and devourer of those it spills into the water.",,"{forest,water,cave}",2026-06-15T22:25:44.988Z
07681cb4-ec8d-4645-b1b2-0d5873b2f3a0,Radagast the Brown,radagast_the_brown,maiar,all-day,encounter,,"The Wizard dwelling at Rhosgobel on the western edge of Mirkwood, devoting his power and attention to birds and beasts rather than politics, and providing a rare point of light and refuge in the shadowed woods.","A Wizard dwelling at Rhosgobel on the edge of Mirkwood, who gives his care to birds and beasts rather than the affairs of power — a rare friend and refuge in the shadowed woods. Toward travellers: gentle, eccentric and kindly, a possible helper (often through the creatures he befriends), though caught up in his own concerns.",,,2026-06-17T04:58:58.653Z
086442e1-e6be-4834-95be-08151830d4df,Lesinavi,lesinavi,undead,nocturnal,encounter,,"Ghoul-like undead that prowl the southern wastes, lairing in the caves of dry hills or among the dunes over unmarked graves; their dried eyes perceive the life-energy of victims as painful light, and they ignore stun and pain.","Ghoul-like undead of the southern wastes, lairing in dry-hill caves and dune-graves; their withered eyes see a victim's life-energy as painful light, and they ignore pain and stun. Toward travellers: a relentless desert haunt that hunts by the glow of the living.",,"{desert,mountains,cave}",2026-06-15T22:25:44.988Z
09cdbbc0-aa79-491f-ad64-0e67fdde1371,Short-Eared Owls,short_eared_owls,flying_animals,nocturnal,encounter,,"A rare day-hunting Owl, the Short-eared Owl is quite small. Like many other Endorian birds, however, it is an intelligent and perceptive creature. They were taught by the Elves to speak and have their own language. One who is close to Nature can derive helpful information from them.","A small, rare day-hunting owl — intelligent and perceptive, taught speech by the Elves and keeping its own tongue; those close to nature can learn much from it. Toward travellers: harmless and wise, a possible source of knowledge to one who can speak with beasts.",,"{plains,forest}",2026-06-16T02:15:02.160Z
0a8cf66b-0c9c-4c7a-bd55-c13d0b0f0b75,Oak,oak,trees,all-day,encounter,,"Oaks are broad-crowned hardwood trees common in the temperate forests of Middle-earth. In Lamedon they survive as remnants of once greater woods, providing strong timber, acorns for wildlife and shade for farms and roads.","Broad-crowned hardwoods of temperate forest, in some lands only remnants of once-greater woods, giving strong timber, acorns for wildlife and shade for farm and road. Toward travellers: harmless; sturdy shade and a sign of old woodland.",,"{forest,hills}",2026-06-16T07:06:26.920Z
0ab6222f-9ebe-422d-afd2-635b196dae6a,Apiaries,apiaries,resources,day,encounter,,"Kept hives and wild bee-trees worked for honey and wax — a sweet and valuable harvest where sugar is unknown. Bee-keepers tend their skeps in meadow and orchard, and a good honey-year is cause for celebration.","Kept hives and wild bee-trees worked for honey and wax, tended in meadow and orchard. Toward travellers: a sweet, valued harvest where sugar is unknown — and well-guarded by its bees.",,,2026-06-20T08:14:26.499Z
0bd5c0bf-1caa-41a9-80a5-694fe3046ce0,Solitary Dwarf,solitary_dwarf,dwarves,all-day,encounter,,"A single Dwarf met far from any hold — a wanderer, exile, craftsman seeking work, or one bent on a private errand or grudge. Gruff with strangers but steadfast to those who earn it, such travellers turn up almost anywhere in the wide lands.","A single Dwarf met far from any hold — a wanderer, exile, craftsman seeking work, or one bent on a private errand or grudge; gruff with strangers but steadfast to those who earn it. Toward travellers: wary and close-mouthed but honest and stout-hearted, a good companion once trust is won.",,{mountains},2026-06-10T19:23:21.797Z
0be376e4-b51b-4a37-a4ac-965de7ec70c0,Dwarf Merchant,dwarf_merchant,dwarves,day,encounter,,"A Dwarven trader on the road with a laden pony or wagon, dealing in metalwork, tools, weapons and worked goods between the Dwarf-holds and the towns of Men and Elves. Shrewd bargainers, they travel well-guarded and keep their accounts close.","A Dwarven trader on the road with a laden pony or wagon, dealing in metalwork, tools and weapons between the Dwarf-holds and the towns of Men and Elves — a shrewd bargainer travelling well-guarded. Toward travellers: open to trade and news, canny and close with their accounts, but fair to honest dealers.",,"{roads,mountains}",2026-06-10T19:23:21.755Z
0cfdd809-57a5-4426-9a95-d7de089d4e51,Falathrim (Sea-elves),falathrim,elves,all-day,encounter,57650ea6-8999-4bf1-acc9-b32b4e23230d,"Sea-elves who dwell by the coasts, skilled in shipbuilding and sailing. Along the shores of Lindon and Harlindon they appear as fishers and net-menders in the river-mouths, as shipwrights and sea-captains in the havens, and as the crews of the grey ships that keep the western coasts.","Sea-elves of the western coasts, masters of shipbuilding and sailing — fishers and net-menders in the river-mouths, shipwrights and captains in the havens, crews of the grey ships that ward the shores. Toward travellers: courteous coast-dwelling Elves, bound to sea and ship, reserved with strangers but not unkind.",,{water},2026-06-16T05:38:31.709Z
0d34e355-d6d1-4932-9635-66b059063787,Harfoots (Common Hobbits),harfoots,hobbits,all-day,group,,"The most common Hobbits are Harfoots. They are the smallest in size and the darkest in color, rarely exceeding 3 feet in height and having brown skin and hair. Neat and uniformly beardless, they are in many ways the picture of the average Hobbit. Harfoots favor hillsides and highlands. They have traditional sites for their traditional smials or Hobbit-hole houses. They prefer to interact with the grim Dwarves. All Hobbits share in hating Wargs and Orcs. They are the stay-at-home, hole-dwelling folk of the Shire, Bree and the old Hobbit-lands of Eriador, and are seldom met far afield.","The commonest and smallest hobbits — brown-skinned, beardless, rarely over three feet — hole-dwelling, home-loving folk of hill and highland, the very picture of the ordinary Shire-hobbit, and friendly with Dwarves. Toward travellers: peaceable, shy, hospitable little folk who keep to themselves and hate orcs and wargs.",,,2026-06-16T02:28:26.533Z
0d6dd38c-c019-427e-8fba-3cb74e27df4c,Devevi,devevi,riding_animals,all-day,encounter,,"The Devevi (Ap. ""Camels""; sing. ""Deve"") of southern and central Endor are hardy animals who store water in their stomach linings and can go long periods without drinking. Their humps absorb heat and metabolize fat to provide energy and water, while wide foot pads enable them to walk on soft, sandy soil; a three-chambered stomach permits digestion of virtually any vegetation. With a refined temperature regulation system, a Deve has no need to sweat; it can lose over a quarter of its body weight and restore it in an orgy of drinking lasting only ten minutes (intaking 7-8 gallons a minute). There are two subgroups: the runners (light, graceful riding mounts built for speed) and the workers (thickly-built, slow, capable of heavy loads). Both are easy to domesticate but are loud, filthy, spit, and are virtually impossible to keep clean. The most prized is the rare two-humped Deve Póa, bred in and around the desert city of Tûl Póac in Far Harad and hailing from the Yellow Mountains of southern Endor; adapted for both temperature extremes, more docile, with a natural saddle and a smooth, rolling gait.","Camels of the southern lands — hardy desert beasts that store water and fat, walk soft sand on broad pads, go long without drinking and endure fierce heat without sweating. Toward travellers: stolid, ill-tempered but invaluable desert mounts and pack-beasts, harmless unless provoked.",,"{desert,mountains,water}",2026-06-15T22:25:44.988Z
0da4cd5f-fa2a-4c75-92d3-3e2959a73022,Mûmakil,m_makil,riding_animals,all-day,encounter,,"The huge, fearsome, and majestic Mûmak (W. ""Oliphaunt""; P. ""Tembo""; pl. ""Tembovi"") is a close relative of the Andamunda (Elephant) and is often referred to as the Gorsandamunda (Q. ""Giant Elephant""). It is the ""lord"" of Endor's southern wilds, growing up to thirty feet in length and standing up to 17 feet in height at the shoulder, with few foes. Fortunately for their rivals, Mûmakil are vegetarians; they rest in the midday heat and roam in search of nutritious roots, leaves, shoots, twigs, and fruits, using their agile trunks and huge tusks (which grow as long as 7'). These social beasts travel in herds and adapt (albeit reluctantly) to domestication. When aroused, they can be deadly fighters; both the Úsakani and the Mûmakani have long prized them as mounts for war, and the Haradrim build great fighting towers to place on their backs, decorating the legs and tusks. The thick hides of Mûmakil make them almost invulnerable to arrows except for their eyes, but when blinded they often run mad with pain, trampling and destroying everything in their paths.","The Oliphaunt — a colossal relative of the elephant, ""lord"" of the southern wilds, up to thirty feet long and seventeen high at the shoulder, with huge tusks and an agile trunk; a vegetarian with few natural foes, ridden to war by southern peoples. Toward travellers: peaceable while grazing, but a charging or war-driven Mûmak is an unstoppable, earth-shaking force.",,"{plains,forest}",2026-06-16T02:15:02.173Z
0e26195f-6832-4fce-99a3-e62d39df1c7a,Travellers,travelers,humans,all-day,encounter,811a8823-2b50-4b2c-8a99-8414b6283c06,"Folk upon the road for reasons of their own — bound for market or kin, fleeing hard times, or simply going from one town to the next. Usually harmless and glad of company on a lonely stretch, though the road draws all sorts and not every traveller is what they seem.","Folk upon the road for their own reasons — bound for market or kin, fleeing hard times, or simply going from town to town — usually harmless and glad of company on a lonely stretch. Toward travellers: generally friendly fellow-wayfarers, though the road draws all sorts and not every one is what they seem.",,{roads},2026-06-10T19:23:21.798Z
0e302fb8-e738-4a7f-a410-9852cfcf0569,Golden Eagle,golden_eagle,flying_animals,day,encounter,,"A large golden-brown eagle of the high country, a powerful hunter of hares, marmots and the young of mountain herds. It soars on broad wings over crag and valley and defends a wide hunting range.","A large golden-brown eagle of the high country — a powerful hunter of hares, marmots and the young of mountain herds, soaring on broad wings over crag and valley and guarding a wide range. Toward travellers: no threat to people, a majestic sight over the heights.",,,2026-06-10T19:23:21.769Z
0e335775-5d8b-423b-a235-73f6aaef3c23,Cherethrynd,cherethrynd,water_animals,all-day,encounter,,"Powerful Sperm Whales, the Cherethrynd (S. ""Hallmaw""; sing. ""Charothrond"") reside in the deep waters of the Belegaer, off the western coasts of Middle-earth. Unlike most Whales, they sport teeth (nine inch long teeth) and they hunt fish and Squid rather than consuming krill through a baleen strainer. The Charothrond favorite food and most dangerous rival is the Giant Squid. Although wily and capable of upsetting a good-sized vessel, Cherethrynd are vulnerable to the ruthless Umbarean whalers who sail the oceans near the Bay of Belfalas. These Men hunt lone Whales for their oil, bone, and ambergris (an indigestible chalky substance that forms around Squid beaks and, in spite of its hideous smell, makes wonderful perfumes).","Powerful toothed sperm-whales of the western deeps that hunt fish and squid — their great rival the giant squid — and are wily enough to upset a good-sized vessel. Toward travellers: no hunter of men, but its sheer size can capsize a ship that crowds it.",,{water},2026-06-15T22:25:44.988Z
0ee34cef-6cd3-4e9b-9ba7-1520a87689ce,Chamber Birds,chamber_birds,flying_animals,day,encounter,,"White, mute, and almost blind, the odd, fungus-eating Chamber Bird is one of the many strange inhabitants of Moria. They seek out the fungus by their remarkable sense of smell (odd indeed for a bird) and note enemies by their inaudibly high cries, in the manner of bats. Their large, gaping beaks have serrated edges and their bluish talons are both sharp and strong. Totally herbivorous (primarily fungivorous), they rarely attack animals unless surprised or starving, though some instinct for meat seems to remain from a predacious ancestor.","A strange, near-blind, mute white bird of Moria that finds the fungus it eats by smell and senses danger by inaudible cries like a bat; serrated beak and strong talons, but almost wholly fungus-eating. Toward travellers: harmless unless surprised or starving, when an old predatory instinct may stir.",,{cave},2026-06-16T02:15:02.142Z
1007565e-5a57-46d9-9089-2f94e04a2e01,Dunlendings,dunlendings,humans,all-day,group,,"Also called ""Hillmen"", this group of Common Men traditionally lives in the hills and highlands west of the Anduin valley. Most have become settled farmers and herders and make up majority populations in Eriador. Others remain pure and live in the foothills and mountain vales. Physical Character: They are of medium to stocky build and rugged, with little body hair. Men average 175 pounds, women 135 pounds. They have a tanned or ruddy complexion and brown hair. They are superb mountaineers and handle tough terrain with little additional effort. Men average 5'10"", women 5'6"". Lifespan: Short; about 50-80 years. +20 for Climbing and Acrobatic maneuvers. +20 for Public Speaking and Acting activity. Crude wool and hide tunics with leggings. They also wear rough over-coats, short cloaks, and fur hats. Dunlendings are herders, hunters, and gatherers who live in extended families and reside in villages. Dunlendings generally hate the Rohirrim and Woses above all, although many also despise the Dúnedain, Dwarves, and Orcs.","The ""Hillmen"" of the highlands west of the Anduin — rugged, stocky, tan-skinned mountain folk, mostly settled farmers and herders and superb on rough ground, though some keep to the old wild ways in the foothills. Toward travellers: proud and often suspicious of outsiders, and old foes of the Rohirrim — wary, but not always hostile.",,{hills},2026-06-16T02:28:26.538Z
100ecad2-6969-4c8a-9aaf-e53f1defeddd,Ice drake,ice_drake,drakes,all-day,encounter,,"Ice-drakes are Cold-drakes of the Earth element distinguished by an icy breath, dwelling in the frozen reaches of the far North.","Cold-drakes of the far North marked by an icy breath, dwelling in the frozen reaches. Toward travellers: a frost-breathing dragon of the polar wastes, deadly in its cold domain.",,,2026-06-10T19:23:21.779Z
1106f013-9277-47e4-8d45-ed79a248147f,Cave Drakes,cave_drakes,drakes,all-day,encounter,,"Cave-drakes (Q. ""Rondoleki"") are relatively small, ancient wingless Dragons that rely on instinct rather than plots, hunting near their high-mountain cavern lairs with short powerful legs and muscular bodies.","Small, ancient wingless dragons that hunt on instinct near their high mountain-cavern lairs, with short powerful legs and muscular bodies. Toward travellers: a deadly ambush predator of the deep hills — less cunning than the great dragons, but lethal.",,"{mountains,cave}",2026-06-15T22:25:44.988Z
110d79f1-e19e-45f0-9ba2-9b740d8b675b,Sailors,sailors,humans,all-day,encounter,811a8823-2b50-4b2c-8a99-8414b6283c06,"Seafaring and river-going men met in port or aboard ship — crewing trade-vessels, fishing boats and ferries. Hardy, superstitious and free with a tale, they know the coasts, currents and harbours of their waters.","Seafaring and river-going men met in port or aboard ship — crewing trade-vessels, fishing boats and ferries; hardy, superstitious and free with a tale, knowing the coasts, currents and harbours. Toward travellers: easy company and a source of passage and sea-lore, harmless ashore unless badly crossed.",,{water},2026-06-10T19:23:21.805Z
121d27ca-c324-4051-afa6-32d488c8f4ae,Noldorin mystics,noldorin_mystics,elves,all-day,encounter,aa6753b4-ba46-47b2-88cc-3e0d23036707,"An obscure order of Noldorin mystics maintains Evermist, a hidden valley on the Cape of Forochel that serves as a haven for the Free Peoples and base for resistance to the Witch-king of Angmar.[file:39]","An obscure order of Noldorin mystics keeping a hidden valley-haven in the far north — a refuge for the Free Peoples and a base of resistance against the Witch-king. Toward travellers: secretive, wise and benevolent; a hidden help to the hunted who can find them.",,,2026-06-17T04:58:58.653Z
