id,entity_type,interaction_form,intensity,weight,min_danger,max_danger,triggers_roll,prose_hint
7dc414e9-540b-580e-af55-238eaff89ef4,water_creatures,watches,2,2,3,5,False,"The water goes still and wrong, as though something below has marked the boat and waits."
8540cc88-ec43-5832-aef7-debb0c7a6bc7,water_creatures,attacks,4,4,3,5,True,"It rises — tentacle, jaw or coil — and seizes from the deep; a true horror of the water."
ff45f830-6d97-5fed-ad9c-ce693faed1c1,reptiles,sign_only,0,2,0,5,False,"A shed skin, a slither-track in dust or sand, a basking-stone lately vacated."
9efedad8-2c7c-5607-a0c8-e86c04892f89,reptiles,glimpsed_far,0,2,0,5,False,Seen sunning on a rock or rippling away through the grass.
b57b5982-2729-5d89-a54e-16da498fab98,reptiles,observed_activity,1,3,0,5,False,"Basking, swallowing prey, coiled in the shade — sluggish and unbothered if left be."
3860d7db-6cf3-5420-a8a1-bdbd8b236bea,reptiles,reacts_withdraws,1,2,0,1,False,"It flees underfoot, gone into a crevice before he can name it."
79fc7797-27f4-5e92-a015-be4ca0495faf,reptiles,attacks,4,3,2,5,True,It strikes — fang or coil — fast and venomous; the danger is how late it is seen.
fa44be44-095a-5db2-ae03-1d187afa2604,amphibians,sound_only,0,3,0,5,False,"A chorus from the marsh at dusk, or a single croak swallowed by silence."
eb4877e0-9ec0-5467-a603-1f4dae2aa945,amphibians,glimpsed_far,0,2,0,5,False,"A bright, slick shape on a leaf or a log, jewelled and still."
f362e5ec-c9b2-569f-a831-3c110f4bc02f,amphibians,observed_activity,1,3,0,5,False,"Hunting flies at the water's edge, or massed in their breeding-season clamour."
5dc8ed1f-e7a7-5a59-ad36-7230cd40841f,amphibians,hinders_passage,2,1,0,5,False,Beautiful and best not touched — its skin or spit carries poison for any that handle it.
471a6fe6-88e5-56e6-aa77-9201a74f4d86,amphibians,attacks,4,1,2,5,True,"The rare deadly kind, met in numbers, turns the wet ground itself into a threat."
06e0ebd0-5806-587b-acea-fa910ba53071,insects,sign_only,0,2,0,5,False,"A paper nest in the eaves, a stripped field, a humming heard before anything is seen."
2d544f19-242e-55d8-a3a1-5aa2705b04c2,insects,hinders_passage,2,3,0,5,False,"A torment of the march — biting flies, midges, a swarm that drives man and beast to distraction."
17b920ae-3223-558c-a0ef-1ddffd125f50,insects,observed_activity,1,2,0,5,False,"Bees at the clover, ants at their roads, a column crossing the path on business of its own."
80ae5a47-154b-5ca2-a5af-f328a9758d93,insects,attacks,4,3,1,5,True,A struck or disturbed nest erupts; the swarm comes as a storm of stings.
2d6d1470-ab92-5108-a9b8-b375a6bb375e,giant_spiders,sign_only,0,3,0,5,False,"Webbing strung across the path, husks of drained prey, a wood gone silent and sticky."
11780d31-8841-5cc0-ad30-fa6ff388f19d,giant_spiders,watches,2,2,2,5,False,Eyes in the dark and a stillness wrong for any forest — something patient overhead or ahead.
4476d499-0894-5f23-ae6d-7b3cbb7e835b,giant_spiders,stalks,3,2,2,5,False,"It paces them unseen through the branches, drawing the net of its web tighter."
3ade9603-79d5-5575-a8ea-55882b93e103,giant_spiders,attacks,4,4,2,5,True,"It drops or rushes from ambush, fast and venomous, to bind and poison — a deadly thing."
72133cbf-3819-5e16-ac1b-a4a8afdafca3,riding_animals,sign_only,0,1,0,5,False,"Hoofprints and dung on a droving-road, a picket-line lately struck."
e05c49d7-3b9c-52d1-a9c4-f66275ef76a9,riding_animals,glimpsed_far,0,2,0,5,False,"A wild herd running the open plain, manes streaming, or beasts grazing under herders' watch."
f5fa63f1-eb98-5be3-a6e2-ae3dc4f61af9,riding_animals,observed_activity,1,3,0,5,False,"Grazing, watering, foaling — half-wild horses or the great beasts of the South at their ease."
c2373f2b-7fd8-53a3-a861-8abe28ed8c52,riding_animals,reacts_withdraws,1,2,0,3,False,"The herd wheels and is gone, thunder fading across the grass."
75e7bfb2-d738-554a-a2f8-a99f70a08474,riding_animals,attacks,4,1,2,5,True,"A war-trained or maddened mount turns on him, or a great beast charges with terrible weight."
e62a1f80-8b68-5f8f-afe1-deef91e81a60,other_animals,sign_only,0,2,0,5,False,"Tracks, a burrow-mound, gnawed nuts, a den lately used."
aa42f638-8ec0-551f-ad89-b34012e9e7c5,other_animals,glimpsed_far,0,2,0,5,False,"A small shape at the wood's edge or a head raised atop a mound, watching."
b9883eb7-a2e5-55fb-aee6-de171c355f93,other_animals,observed_activity,1,4,0,5,False,"Foraging, denning, at play — busy and harmless, comic or wary by turns."
b94ae835-0dc8-58ad-a1ba-182dff3a0a10,other_animals,reacts_withdraws,1,3,0,3,False,"It freezes, then bolts for cover the moment it knows it is seen."
e4fcde01-5bc6-5b7e-ad06-cf4903c5af9e,other_animals,attacks,4,1,2,5,True,"A bold or blood-hungry beast turns aggressor — rare, but not to be ignored."
6ef0ebfb-09a3-560c-a538-9864c0ab381e,humans,sign_only,0,3,0,5,False,"Smoke from a hearth, cart-ruts, a field lately worked — folk near, but unseen."
59a0b7f8-9d9f-5379-a3b7-26596fab4fb8,humans,glimpsed_far,0,2,0,5,False,"Figures on a far road or ridge, about their own business, not approached."
228b133b-1d44-5594-a3a7-d03e4b4d3d33,humans,observed_activity,1,4,0,5,False,"Met at their work — herding, mending, driving cattle, making camp — noticed more than joined."
5f8b0333-5bd0-5a8d-a8b3-f1bbb1f5d768,humans,brief_exchange,2,4,0,2,False,"A short, wary meeting; a few words traded on the road, then each goes on."
0851744f-4815-5f46-a98f-023d5a90d677,humans,aid_or_trade,2,2,0,1,False,"They offer news, food, trade or a place by the fire — to take or to refuse."
53f5e68a-4e74-51e7-aa0e-734ecc444ba1,humans,confronts,3,2,2,5,False,Armed men bar the way or demand toll; a standoff that may yet come to blades.
fea9d40f-8b90-5c24-a570-11be1371c0a2,humans,attacks,4,2,2,5,True,"They mean harm — a raid, an ambush, a robbery — and steel is drawn in earnest."
248a6e39-1943-5109-a652-53a7be640c85,elves,sign_only,0,1,0,5,False,"A sign meant to be missed: a mark on a tree, a path too well-kept to be chance."
1364dbc5-5a9b-54d2-a12c-441d6173dd5a,elves,glimpsed_far,0,2,0,5,False,"Figures at the wood's edge or on a far hill, there and then not, as if the dusk moved."
296fe184-1359-5544-aa65-4f38c5b45149,elves,observed_activity,1,2,0,5,False,"Glimpsed at song, at the hunt, or tending some hidden work, unaware or unbothered by him."
213c7849-f267-5b31-a4f8-d1bdcd59a4aa,elves,watches,2,2,0,5,False,He feels watched long before he is greeted; unseen eyes weigh him on their own ground.
d043112e-dab1-5bb4-ab02-7ca26007de93,elves,brief_exchange,2,3,0,5,False,"A courteous, measured meeting — grace and reserve both, and few words wasted."
a27a6998-8fbd-55f4-a836-151a0b757f26,elves,aid_or_trade,2,2,0,1,False,"Counsel, healing, shelter or safe passage offered to one judged worthy."
085a2ed3-7518-5533-a73e-9d08c7cbbe74,elves,attacks,4,1,2,5,True,"Only the renegade or the hostile draws on him — swift, precise, and rare."
70b2e3fd-c909-5872-a2c7-0622550e667b,dwarves,sign_only,0,2,0,5,False,"Pick-marks on stone, a spoil-heap, a guarded ore-road, a cold camp neatly struck."
2e93d70b-678c-54f8-ae8e-c1f543bf474d,dwarves,glimpsed_far,0,2,0,5,False,"A laden party on the road, or a watch posted at a mine-mouth, eyeing his approach."
a2ef8da8-5a14-568a-a243-3ea2f91de2f0,dwarves,observed_activity,1,3,0,5,False,"At the march, the trade, or the work — blunt, busy, keeping their own counsel."
a4357706-4806-5e96-ac03-696645cca88a,dwarves,brief_exchange,2,4,0,3,False,"A gruff, guarded meeting; honest words, hard bargaining, slow trust."
c1f7c6e8-6759-5b82-af78-035b58b9dd9a,dwarves,aid_or_trade,2,2,0,1,False,"Trade, news or the loan of a strong arm, offered once a man proves fair."
96425cc0-0212-580b-a5b8-6278948a9452,dwarves,confronts,3,1,2,5,False,"A patrol challenges him sharply at the gate of their holds, hands near their axes."
a6aa5103-8040-5665-ae31-e99dc2063eea,hobbits,sign_only,0,2,0,5,False,"A trim hedge, a wisp of pipe-smoke, a garden too neat for the wild — folk near, well-hidden."
bbbcbcdb-4473-5cca-a0ce-d1cc92462bf5,hobbits,glimpsed_far,0,2,0,5,False,A small figure that ducks from sight the moment it is noticed.
5a3f58f8-c72d-559a-a31c-39a43ab36d71,hobbits,observed_activity,1,3,0,5,False,"At a meal, a chore or a quiet errand, soft-spoken and easily overlooked."
23202f26-d7d7-5a00-a12e-e23b9a9433d4,hobbits,reacts_withdraws,1,3,0,5,False,Gone into the bracken before he is sure they were ever there.
0348ccd9-3a33-5c4c-ade1-a24e11cb6521,hobbits,brief_exchange,2,3,0,5,False,"A shy, kindly word or two from folk who would rather be left to their own business."
0d955802-bc3b-53de-a40e-5d9a98e30abd,orcs,sign_only,0,3,0,5,False,"Trampled ground, a reeking dead fire, gnawed bones, the stink of them on the wind."
d75c08d0-b051-545f-a0c9-ac17c4540480,orcs,sound_only,0,2,0,5,False,"Harsh voices, a drum, a tramping in the dark — heard before they are seen."
3e232098-aeca-5e67-aa0e-4904ae6668b8,orcs,glimpsed_far,0,2,0,5,False,"A file of them on a far slope or skyline, moving by night, shunning the open sun."
abe53fa2-ee83-5460-a386-8157436dab42,orcs,watches,2,1,3,5,False,"He is being hunted: sign too fresh, the wood too quiet — they know he is here."
b853d5e6-fb46-5947-ad8d-09d7f0b43b6c,orcs,stalks,3,2,3,5,False,"A patrol picks up his trail and dogs it, closing slowly through cover."
d0212804-e835-51c9-a824-ca6b90d04881,orcs,confronts,3,1,3,5,False,"They block a pass or a gate and call challenge, jeering, hungry for sport."
e75ce677-d711-50eb-ae3b-336552df6cd1,orcs,attacks,4,4,3,5,True,"They rush him with blade and bow — no parley, only slaughter or capture."
dca6c8c0-1379-50a2-a2f4-78aa61fcd293,trolls,sign_only,0,2,0,5,False,"A reeking den of cracked bones, uprooted trees, boulders flung and shattered."
49c01783-4ef8-5816-a506-7e5cf9bdc849,trolls,sound_only,0,2,0,5,False,A heavy crashing and a dull bellow somewhere off in the dark.
5e98a43e-f447-5cf4-ac9d-3ded84574eaa,trolls,glimpsed_far,0,2,0,5,False,"A huge, hunched shape against the night, or a man-shaped stone that was not there before."
a327dfaa-2a63-5e4e-a44c-855a1cc5e1e9,trolls,stalks,3,1,3,5,False,"It lumbers after him through the dark, slow but tireless, between him and the open."
707b872a-51e3-5c33-a91b-e64fc9aa3300,trolls,attacks,4,4,3,5,True,"It comes on with club or fist, vast and murderous — to be outlasted or outrun more than fought."
880a976a-6259-5d59-a8e7-682e53ca0153,giants,sign_only,0,2,0,5,False,"Footprints a man could lie in, a hillside re-shaped, boulders left where none should be."
fef4cf75-96a8-5727-a5d5-0b3c4b2eda4e,giants,sound_only,0,2,0,5,False,"A booming far off in the heights — laughter, or stones flung in some careless game."
5a32611f-6534-522c-a6eb-848080ea41ed,giants,glimpsed_far,0,3,0,5,False,"A vast figure striding a distant ridge, indifferent as weather."
970fe4d7-82ed-57c9-a8c0-66c4357a5dd1,giants,attacks,4,2,3,5,True,"Roused or at play, it hurls rock and stride — deadly through sheer size, malice or none."
e20228d2-231b-523b-af62-4e176397210a,drakes,sign_only,0,3,0,5,False,"Scorched ground or rimed stone, a reek of sulphur or cold, a lair of gnawed and gilded bone."
f12e180c-be08-54a4-a420-22240bf30d17,drakes,sound_only,0,1,0,5,False,"A grinding deep in the rock, a hiss, the slow drag of something immense."
7e45a800-fb57-5a5c-a59f-25f0c3670912,drakes,glimpsed_far,0,2,0,5,False,"A shape aloft against the cloud, or a long ridge of scale that the eye first takes for stone."
f5bce7ba-ed2d-5912-ac48-099214428d4b,drakes,watches,2,2,3,5,False,It is awake and aware — the air itself seems to listen — and it is in no hurry.
22bdf40c-025c-543c-a18b-6bdb97f88d22,drakes,attacks,4,3,3,5,True,"Fire, frost, fang or flood — it falls upon him with the ruin of a small war."
7a29e335-7019-53c0-ab6b-cdfab1e0db7b,demons,presence_felt,1,2,0,5,False,"A wrongness in the air, a heat or a cold and a dread that has no source he can name."
05fd0d19-18ed-580a-a0f2-f1f23b7a5096,demons,glimpsed_far,0,1,0,5,False,"A shape of shadow and flame, or a stillness shaped like a man that should not be."
fd822b0d-e293-578a-af54-3ea8b3ab0868,demons,watches,2,2,3,5,False,It knows he is there and lets him feel it — dread laid on him like a hand.
70710154-0a78-587c-ab0d-58109a5cb2d7,demons,attacks,4,4,4,5,True,"It looses its full terror — a thing to flee, not fight, and barely that."
97b5b82d-2473-563b-a7e4-06d273cc256b,undead,presence_felt,1,3,0,5,False,"A sudden chill, a silence with a weight to it, the sense of being watched by what has no warmth."
c7d1baa3-35d9-58e2-acbf-1aa005ec9e06,undead,sign_only,0,1,0,5,False,"A barrow lid ajar, cold lights over the bog, a grave that does not look quite closed."
9c6e4278-e4c3-5455-a71c-61394ad27024,undead,watches,2,3,2,5,False,"It is simply there — at the treeline, across the water — regarding him without fear or haste."
21770f35-7a25-5e06-abe7-cabac0cee1a8,undead,drifts_closer,3,3,3,5,False,"It comes on without sound or threat-display, unhurried, as if it has all of time — which it has."
d43461a9-9d17-5bcc-a4f6-e381a2f70c04,undead,attacks,4,3,3,5,True,"It lays cold hands or wields fear itself; no roar, no warning, only the reaching."
93eaa5e7-0c5d-59e3-aa72-beeb6597d6d2,maiar,glimpsed_far,0,1,0,5,False,A figure on the road that seems ordinary until something about it does not add up.
b2ae3ed7-8557-5dd5-a544-2b8dd7d207a8,maiar,observed_activity,1,2,0,5,False,"Found at some work of their own — among beasts, among trees, among books — half in another world."
e5c7e4d7-09fb-5e10-ac8b-e8154013a6d7,maiar,brief_exchange,2,3,0,5,False,"Speech that carries more than its words; counsel, riddle or warning from one far older than he seems."
1027ccdf-d8db-530e-a029-6ef28e6adcc6,maiar,aid_or_trade,2,2,0,2,False,"Aid given freely and strangely — a rescue, a gift, a door opened — on terms of their own."
95be755e-50ad-54e2-a62c-93914005e62a,maiar,presence_felt,1,1,3,5,False,"A vast, malevolent attention turned his way; dread radiating from a hidden seat of power."
6a6ddd3b-950f-57a7-add0-4bb5716a2e39,pukel_constructs,mistaken_for_object,1,3,0,5,False,"Taken at first for a worn statue, a pillar, a heap of stone — until the eye doubts it."
4a0a6858-f94a-5e5e-a71e-752649eec991,pukel_constructs,sign_only,0,1,0,5,False,"Old guardian-marks, a threshold too deliberately placed, a watchful carved face."
b131b7a6-55fc-51e3-aed2-60635076108c,pukel_constructs,watches,2,2,0,5,False,"A sense that the stone has noticed him, though nothing yet has moved."
69bf4e7e-26ce-574c-a44f-3be2d798181f,pukel_constructs,attacks,4,3,2,5,True,"Roused, it rises and strikes as living stone or iron — what was scenery is now the enemy."
bee0c32e-7ac3-5e62-ad16-eedc5ae3cd79,living_trees,scenery,0,2,0,5,False,"Trees that lean the wrong way, a wood that seems to have shifted when his back was turned."
dabefc90-fc6c-5c48-a1c7-53729b5bedee,living_trees,sound_only,0,1,0,5,False,"A creak and groan with no wind behind it, almost like slow speech."
d4187dd1-f3d6-5f11-abe1-a14a668b0e2c,living_trees,observed_activity,1,2,0,5,False,"A great tree-shape moving, slow and deliberate, where no tree should walk."
46ffc060-50c0-5735-a900-e394f7a2b032,living_trees,watches,2,2,0,5,False,The wood is awake and aware of him; patience and old anger in the gloom.
28847fc7-399f-564f-abb7-258f144fb542,living_trees,attacks,4,2,3,5,True,"Roused against those who do harm, they close and crush — slow, irresistible, final."
15b9e4eb-da70-5d62-a84e-89b559ef8d26,plants,scenery,0,4,0,5,False,"Part of the land's mood — blossom, bracken, a drift of flowers — colouring the scene, not acting in it."
99f8cb32-485d-5047-abfe-a21a6a0f8816,plants,observed_activity,1,2,0,5,False,"Noticed for use or beauty: a healing herb by the path, fruit in season, a fair bloom."
12350d2c-d4de-569f-a6fa-7e67e6c7cb5e,plants,hinders_passage,2,2,1,5,False,"It bars or pains the way — thorns, clutching briar, a reek that sickens — or it is poison to touch or eat."
2934e76e-c153-5e12-a589-a8fc447ecd3e,trees,scenery,0,4,0,5,False,"The character of the wood itself — its shade, its gloom, its openness — setting the mood of the march."
515fc667-aea5-566d-afbb-83d313c4962b,trees,observed_activity,1,2,0,5,False,"Marked for what it gives: timber, mast, fruit, or a landmark grove that tells him where he stands."
c01ec71a-ed02-5aec-a2ce-0996f5909944,trees,hinders_passage,2,1,0,5,False,"Dense, dark or tangled growth that slows the way and closes the sky overhead."
ca457297-5037-58af-a126-9aa93106a69c,resources,harvest_shelter,1,4,0,5,False,"A plenty of the land — food, forage, water, fuel — to be gathered or passed by."
fe97e8a4-1114-5ede-a5dd-359513323588,resources,observed_activity,1,3,0,5,False,"A sign of worked, settled country: tended fields, herds, hives, diggings, and the folk they imply."
08de2112-dade-57f0-a090-7324059d1db5,resources,hinders_passage,2,1,0,5,False,"What plenty draws: foragers, beasts or raiders gathered to the same bounty."
bf6e0b04-3f0d-5bdf-a76a-1e3544a160d6,sites,harvest_shelter,1,3,0,5,False,"Shelter or salvage offered — a roof, a hearth, a wall against the wind, a thing worth finding."
5dc00a53-4a36-5921-ad6f-64be368bbe65,sites,scenery,0,3,0,5,False,A landmark that tells where he stands and what once stood here; the place colours the hour.
02953dec-0cc3-5839-af23-d8354b3bc2c9,sites,observed_activity,1,2,0,5,False,"It is held or used — folk dwell, guards watch, work goes on — and he must reckon with them."
911ee06c-ba78-566a-a252-271d5c44e43c,sites,watches,2,1,2,5,False,"It is not as empty as it looks; something keeps it, and weighs his coming."
4d895b6d-183d-5ef5-a1f7-5f3b2a795a8f,sites,hinders_passage,2,1,2,5,False,"A haunt of beasts, outlaws or worse, where shelter and danger share the same walls."
f7b1b04a-f435-51e8-a134-992433a59988,hazards,scenery,0,2,0,5,False,"A peril of the land made plain — a drop, a bog, rotten ice, foul air — read in time and gone around."
46f81430-4a41-51ff-aad7-c446ed7593ca,hazards,hinders_passage,2,4,0,5,False,"The way itself fights the march: treacherous footing, blocked passage, ground that cannot be trusted."
daba7085-6fc2-581e-a68e-2884de5c0cd5,hazards,sudden_peril,3,3,3,5,True,"It strikes without warning — a slide, a flood, a fall, a fume — and the land turns killer in a breath."
