id,entity_id,entity_type,interaction_form,shadow_band,character_id,cultural_family,region_id,npc_attitude,concrete_content,tension,traveller_stance,topic,topic_prose_hint
1c312097-a795-495a-9676-98a234ec0ab8,01151892-afea-4643-8468-93d9ccdd75d1,elves,brief_exchange,high,celebrian,,,One breaks away from the group and comes to her directly. The others continue without stopping.,He says quietly that this company is the last to use this road for some time. He does not explain why. He looks at her the way you look at someone choosing to stand in a place others are choosing to leave.,He is not asking her to reconsider. He is witnessing her choice. The acknowledgment is both comfort and weight.,Holds his gaze. Then: I know.,the_fading,"Have them speak of the slow fading of the Elves and the lands they must leave, with a sorrow worn smooth by long years."
216f7ad6-531b-4e21-abc2-4c32e5bcfaee,b7757f56-109f-4cfb-bb1e-4e5b8000ff86,humans,observed_activity,low,aranath,dunadan_north,,One steps into view deliberately and stops. Not a threat — an acknowledgment. He is letting him see.,"He leaves a carved marker at the trail junction — a Wose sign meaning this path is watched, use it. The marker was not there this morning.","This is the Woses giving what they give: knowledge of the land, in their own language, to those who know how to read it.",Reads the sign correctly. Leaves dried meat at the base of the marker stone. Walks on.,news_and_rumor,"Have them trade news of the road — war, bandits, strange sights — hungry for word from elsewhere."
5634a6c8-0170-45c8-89be-8c405083c0b8,b7757f56-109f-4cfb-bb1e-4e5b8000ff86,humans,observed_activity,mid,aranath,dunadan_north,,"Two of them moving parallel to the road, matching his pace exactly. Escorting without being asked.",They stop when the road bends and a disturbed barrow-mound comes into view ahead. They will not go closer. The escort ends here and both of them know it.,They have told him what they can tell him. He continues from this point alone.,Notes where they stopped. Approaches the barrow with full attention.,suspicion_of_strangers,"Have them probe in a guarded, even hostile way, mistrusting an unknown face in hard times."
f0e8494c-2072-40e8-83b1-2144cbe56021,b7757f56-109f-4cfb-bb1e-4e5b8000ff86,humans,observed_activity,high,aranath,dunadan_north,,"A low deliberate sound from the scrub — not voice, not animal. A warning.",Something on the trail ahead that the Woses do not want him to walk into. They will not show themselves to explain what it is.,The warning was given. The explanation was not. He has enough.,Stops. Waits. Takes the longer path around.,suspicion_of_strangers,"Have them probe in a guarded, even hostile way, mistrusting an unknown face in hard times."
6400eadd-01e1-42bb-9d5b-7b64c0a4aef1,b7757f56-109f-4cfb-bb1e-4e5b8000ff86,humans,observed_activity,low,celebrian,,,"One is standing at the road's edge, so still she almost passed him. He is old — older than he looks.",He carries a staff carved with marks she has seen before. Not Wose marks. Older ones. Marks that were used in the late First Age for a specific purpose that almost no one living remembers.,He knows what those marks mean. She knows what those marks mean. They are possibly the only two on this road who do.,Stops. Looks at the staff without pointing at it. Then meets his eyes.,weighing_the_heart,
81c20d0f-c33a-44cf-abd8-1694e94183da,b7757f56-109f-4cfb-bb1e-4e5b8000ff86,humans,observed_activity,mid,celebrian,,,"A group from the treeline, still and watching. Not decided yet whether to acknowledge her.","One of the oldest wears a bone-carved token at his neck — made during the Wars of the First Age, for a specific purpose. The token should not exist anymore. She knew who made them.","She has not seen one of those tokens in ages beyond counting. Its presence here, in T.A. 1950, worn by a Wose in Minhiriath, is something that requires more thought than she can give it right now.",Does not react to the token. Gives them the old sign. Waits.,what_stirs_in_the_dark,
2bb0e1f9-6339-475b-83fe-acecf8f7d14e,b7757f56-109f-4cfb-bb1e-4e5b8000ff86,humans,observed_activity,high,celebrian,,,One comes to the edge of the road and looks at her directly. The others stay back.,"He points — once, briefly — at the road ahead. Then at the sky to the north. Then he draws a specific shape in the air with one finger that she has not seen drawn by a living hand in two thousand years.",Someone taught a Wose a warning-sign from the First Age. That is not possible through memory alone. Something showed it to him recently.,Returns the sign. Asks with her hands: how recently. He holds up three fingers.,what_stirs_in_the_dark,
b6e79ed5-7f71-4ae8-b888-d1ea7256c0e0,161596f3-a22b-405e-8228-f80aa7f658fc,dwarves,aid_or_trade,low,aranath,,,"Names what he has, names what he needs. Expects the same. Will not haggle but will deal.","He has current maps of the mine-tracks in the Misty Mountain foothills — not for sale, but tradeable for road conditions. He wants to know what the barrow-field road looks like right now.","Exact, bounded, symmetrical. He will not give more than he gets and will not try to take more than offered.",Gives him the road conditions precisely. Watches him update a small book.,craft_and_gold,"Have him talk of fine work, rich seams and fair trade — gold, gems and the worth of things — and speak of them bluntly."
53a310c3-4305-4439-8dba-976b79c3a425,161596f3-a22b-405e-8228-f80aa7f658fc,dwarves,aid_or_trade,mid,aranath,,,Testing what the traveller knows before committing to anything.,"He found something in a collapsed shaft — old, made, pre-Númenórean. He will not describe it precisely until he knows who he is talking to. He asks first about the shaft's location to see if Aranath knows it.",He is deciding whether this is someone who can help identify old artifacts or someone who will try to take them.,Describes the shaft's location without mentioning the artifact. Watches the Dwarf decide whether to trust further.,lost_halls,"Have him speak of a mansion or mine lost to dragon or goblin, and the wealth and kin buried with it."
d3eff0de-0457-40d7-8bb1-541ac33d5791,0bd5c0bf-1caa-41a9-80a5-694fe3046ce0,dwarves,brief_exchange,low,celebrian,,,Blunt. Not rude — constitutionally incapable of the social padding mortals use. Says what he means.,"He is looking for a specific vein on a map drawn before Moria fell. He asks, without embarrassment, whether she was alive when Moria fell and whether she knows what the landmarks on the map were called before they got their current names.",He does not know this is a strange question to ask. To him it is simply efficient.,Was alive when Moria fell. Tells him the name the first landmark had before the map was drawn.,lost_halls,"Have him speak of a mansion or mine lost to dragon or goblin, and the wealth and kin buried with it."
597a7f99-d6ae-44d6-bfdd-c7283448099f,0bd5c0bf-1caa-41a9-80a5-694fe3046ce0,dwarves,brief_exchange,mid,celebrian,,,Quieter than a Dwarf alone on the road usually is. Adjusting back to speech after a long time without it.,"He says, after a pause, that he came out of the western passages two weeks ago. Fast. He does not elaborate but his hands have not stopped moving since he sat down.",He is not going to say what was in the western passages. He is telling her he was there so she knows someone has been there recently.,Does not ask what was in the passages. Asks where the western passages exit on the surface.,lost_halls,"Have him speak of a mansion or mine lost to dragon or goblin, and the wealth and kin buried with it."
09376525-c60c-451e-acd0-845549cdaa30,0bd5c0bf-1caa-41a9-80a5-694fe3046ce0,dwarves,brief_exchange,high,celebrian,,,Watching her the way someone watches a thing that has been around long enough to carry weight they cannot see.,He asks point-blank if she knew Durin. Not which Durin — just Durin. He wants to know how old she actually is. He asks because something in the western passages bore a mark only someone who was there at the beginning would recognize.,He may be right that the mark requires a witness. She is not that witness — but she knows someone who was.,Says she was not there at the beginning. Tells him she knows who was. Watches what he does with that.,lost_halls,"Have him speak of a mansion or mine lost to dragon or goblin, and the wealth and kin buried with it."
84b39d55-abad-48bc-b9de-f8e340377e20,3037a73b-8562-4b20-8462-552397c4c406,hobbits,reacts_withdraws,low,aranath,,,Gone into the bracken so fast he almost missed them. One small face still watching from cover.,The face belongs to a Harfoot who has decided Rangers are safe but not comfortable. The look is someone waiting until he is well past before coming back out.,He is big and armed on their road. That is enough. He does not need to be a threat to be a problem.,Does not slow. Does not make eye contact with the face in the bracken. Passes at normal pace.,home_and_family,"Have them chatter about their hole, their garden, their kin and the doings of the next farm over."
8404ac09-c04b-431c-8f4f-e9b3d49d2073,ca5be08c-8bfc-4a61-ad18-a975f513fa61,hobbits,observed_activity,mid,aranath,dunadan_north,60.0,Working at the bog's edge. Appear to be ignoring him. Are not.,Two Stoors sorting a marsh catch. They have been camped here for weeks and know this bog the way a farmer knows a field. They will answer a direct question. They will not volunteer anything.,They know about the ford. Whether they will say depends entirely on how he asks.,"Asks about the ford. Gets an answer, with conditions attached.",harvest_and_weather,
ee8eb056-728a-4130-bf72-109ed8c9eeb9,89ac7fb7-56ea-40fb-96ee-80b03e5ff5f0,hobbits,brief_exchange,high,aranath,,,On the road alone with a pack that is too large for him. He does not flinch when Aranath comes around the bend.,He is looking for a cousin who went east to trade and did not come back. He has been looking for three weeks. He asks if Aranath has seen a hobbit-sized camp east of the Weather Hills.,He is more determined than afraid and it is the determination that is concerning. He is going to keep looking.,Has not seen the camp. Asks for a description. Decides to watch for it.,a_request_for_help,
73ee692a-b760-4497-9129-507618bd848c,3037a73b-8562-4b20-8462-552397c4c406,hobbits,reacts_withdraws,low,celebrian,,,Vanished into the grass before she fully registered they were there. One left a half-eaten apple on the road.,The apple is still warm. They were eating lunch and she came around a bend and they simply ceased to be visible. The apple is real and sitting in the middle of the road.,"She has lived through ages beyond counting and a hobbit's abandoned lunch is briefly, absurdly touching.",Picks up the apple. Sets it on a stone off the road so it is findable. Continues.,home_and_family,"Have them chatter about their hole, their garden, their kin and the doings of the next farm over."
68fe1be2-82e2-42c5-8491-77f5da09b968,3037a73b-8562-4b20-8462-552397c4c406,hobbits,observed_activity,mid,celebrian,,,"Three of them at a campsite — cooking, arguing gently, not particularly interested in her arrival.",The argument is about whether the mushrooms in this region are worth the detour. One is passionately in favor. The others are unconvinced. They have strong opinions about mushrooms.,They live so entirely in the immediate that the weight she carries does not register on them. She is briefly just a person near a fire.,Sits down at the edge of the fire uninvited. Nobody objects.,food_and_comfort,"Have them talk of the next meal, good ale, a warm fire and a soft bed — the real business of life."
1b87cde8-befb-4c3c-91d1-4e3a2705357d,ca5be08c-8bfc-4a61-ad18-a975f513fa61,hobbits,observed_activity,high,celebrian,dunlending,21.0,"One sitting on a tussock above the waterline, watching the bog. Has been there long enough that his clothes are damp.","He says, without looking at her: the lights came back last night, closer than before. He says it the way someone reports weather — a fact, not a fear.","He has been living next to the bog long enough to develop a working relationship with its dangers. He is not afraid of the lights. He is cautious, which is a different thing.",Asks how close. He tells her. Recalibrates where she will camp.,suspicion_of_strangers,
134a6625-0ad1-4967-aa46-650b9aeef593,d18fcd08-da18-4540-b5c6-7b8eff81e448,humans,confronts,low,aranath,gondorian,78.0,Blocking the road. Not drawn yet. Asking questions in the manner of men who expect to be answered.,"Three of them. The captain wants to know what he is carrying and where he got it. There is a description circulating — partial, inaccurate enough that it probably does not match — of a Ranger carrying dispatches north of the Lefnui.",He is being checked against a description. If the dispatches are found the conversation ends differently.,Answers the question about cargo. Does not answer the question about origin. Keeps his hands visible.,suspicion_of_strangers,"Have them probe in a guarded, even hostile way, mistrusting an unknown face in hard times."
cb9a0fdd-e3ed-4000-b668-3181b61420fa,d18fcd08-da18-4540-b5c6-7b8eff81e448,humans,confronts,mid,aranath,gondorian,78.0,Four of them in a formation that closes the road when he stops. They positioned well before he arrived.,"The captain has a specific bounty — not a vague report, an actual sum — for a Ranger carrying Arthedain dispatches. He is not certain this is the man. He is certain enough to try.",The formation is the argument. What Aranath says in the next thirty seconds determines whether this stays a conversation.,Has already counted them and found the formation wanting. Answers the first question with a question of his own.,suspicion_of_strangers,"Have them probe in a guarded, even hostile way, mistrusting an unknown face in hard times."
7ed42d71-f6dd-4530-8df4-fce39cfa3ae7,d18fcd08-da18-4540-b5c6-7b8eff81e448,humans,confronts,low,celebrian,gondorian,78.0,Formal obstruction. Following a pattern they were told to follow. The captain is professional about it.,There is a report from Umbar — circulating among men who work for southern interests — of a lone elf-blooded traveller moving north of the Lefnui. The description is vague. It fits her and does not fit her.,He does not know what he is looking for precisely. She is clearly old enough to be what the report describes. He is deciding if challenging her is worth it.,Lets him decide. Does not help him decide.,suspicion_of_strangers,"Have them probe in a guarded, even hostile way, mistrusting an unknown face in hard times."
7d8d519b-6fd9-46fb-bdb6-ad8bd9f2bdf0,d18fcd08-da18-4540-b5c6-7b8eff81e448,humans,confronts,mid,celebrian,gondorian,78.0,Three of them. The captain's eyes do not move from her face. He knows something more specific.,"There is a real bounty — recent, out of Umbar, substantial — for an elf woman travelling alone in this region. He knows what she is. He is calculating whether he can take her and what it will cost him.",She is not afraid of three Corsairs. He cannot know this yet. What he can see is that she has not moved and has not looked away from him.,Has already counted them and identified what each of them will do. Waits for his decision.,suspicion_of_strangers,"Have them probe in a guarded, even hostile way, mistrusting an unknown face in hard times."
d6a1a584-c05d-45eb-af82-ee3ebef3fe31,d18fcd08-da18-4540-b5c6-7b8eff81e448,humans,confronts,high,celebrian,gondorian,78.0,"Four of them, already in formation. One has moved behind her without her appearing to notice. She noticed.",She watched Númenor drown. She was at the shore when the wave came. These men are the inheritors of a specific corruption she has seen ruin entire bloodlines across the ages. The contempt she feels is not anger — it is something older and quieter.,She has decided what she will do before they finish arranging themselves. The decision is not about fear.,Has already decided. Lets them begin.,suspicion_of_strangers,"Have them probe in a guarded, even hostile way, mistrusting an unknown face in hard times."
72c7435b-d968-48fc-ba6a-481d82180d40,c89386a2-b71f-4243-ab0d-e15d4094c152,humans,brief_exchange,low,aranath,dunadan_north,60.0,"Looks him over — armed, northern, alone — and decides he is not a threat before speaking.","Southern ford at the estuary washed out last month. The Gwathuirim crossing upstream is still passable but needs a guide. She knows a Stoor who will show it for information from the north, not coin.",She has something he needs and is willing to deal. The deal is information for information.,Names what he knows from the north. Watches her decide if it is enough.,harvest_and_weather,"Have them talk plainly as working folk do: crops, beasts, the turning season, hard times or good."
ea018ee3-a751-425a-bbd6-2dbe215b3dc3,c89386a2-b71f-4243-ab0d-e15d4094c152,humans,brief_exchange,mid,aranath,dunadan_north,60.0,Assessing him. Her experience with Rangers on this road is mixed.,"Saralainn from the eastern clan burned three farmsteads last month — not her clan. She says this with the precision of someone who expects to be blamed for it anyway. She needs word carried north to the garrison naming the eastern clan, not hers.",She is asking him to carry a message that matters to her survival. She knows he might refuse. She asks anyway.,Agrees to carry it. Specifies what north means.,a_request_for_help,"Have them raise a trouble of their own — a beast, a feud, a missing kinsman — and hope the stranger might aid it."
c31faf8a-89a4-4718-8e77-d289efdb853f,c89386a2-b71f-4243-ab0d-e15d4094c152,humans,brief_exchange,high,aranath,dunadan_north,60.0,Stopped him on the road on impulse. Afraid and trying not to show it.,"The lights in the marsh came back last night, closer than before. Three men went in after them last week. She does not know what happened to the three men but she knows nobody is going near the eastern bog.",She needed to tell someone. The fear has been sitting in her chest for a week.,Asks her which direction the lights move. Gets the answer. Adjusts the route.,suspicion_of_strangers,"Have them probe in a guarded, even hostile way, mistrusting an unknown face in hard times."
3e74c0c5-52df-46e5-9130-f82ca3a8aaa2,c89386a2-b71f-4243-ab0d-e15d4094c152,humans,brief_exchange,low,celebrian,dunadan_north,60.0,"Curious about the traveller. Cautious, but the curiosity is winning.",The sandbanks at the estuary mouth shifted after last month's storm — the ford she is heading for does not exist anymore. The Gwathuirim know the new safe crossing but what they want for it is not coin.,"She is giving useful information without being asked. She wants company on the road to the next settlement, just until the exposed stretch is past.",Offers the company. Walks with her to the settlement. Does not speak much.,harvest_and_weather,"Have them talk plainly as working folk do: crops, beasts, the turning season, hard times or good."
e97ca5ff-818c-4caf-af4f-60686926158b,c89386a2-b71f-4243-ab0d-e15d4094c152,humans,brief_exchange,mid,celebrian,dunadan_north,60.0,Cautious. Gives less than she knows. Reads the traveller before speaking.,"Southern ford is gone. Saralainn burned three farmsteads west of the marsh last month — not her clan, another one, and she says it like the distinction matters. The coastal road has been empty since.",She is giving the bad news and holding the actionable news back. The actionable news costs something.,Notices what is not said. Asks for it.,harvest_and_weather,"Have them talk plainly as working folk do: crops, beasts, the turning season, hard times or good."
a3bc2dbe-1167-460c-90bd-36bf3ea3b69c,c89386a2-b71f-4243-ab0d-e15d4094c152,humans,brief_exchange,high,celebrian,dunadan_north,60.0,Suspicious. Gives nothing first. Watches the traveller's hands throughout.,The marsh is being watched — not by Saralainn. Three men went in last week following lights that moved. None came back. The Gwathuirim will not say what the lights are.,She is afraid and trying not to show it. Saying it out loud makes it more real.,Lets the silence last a beat. Then: I know what those lights are. I will not tell you it is safe to go near them.,suspicion_of_strangers,"Have them probe in a guarded, even hostile way, mistrusting an unknown face in hard times."
78ec1b9e-2df3-4772-9be2-ea92e4c45e8e,ca926d68-6b4e-42eb-b537-1f3c96f5227d,humans,brief_exchange,low,aranath,gondorian,77.0,Stepped out of a side-track directly in front of him. Startled but not hostile.,"Something has been taking animals from the high pasture — there and gone by midday, no tracks. He wants someone with him when he goes to look. He already asked his neighbors. They refused.",He is not ashamed of not wanting to go alone. He is being practical.,Asks what the schedule is. Goes with him.,a_request_for_help,"Have them raise a trouble of their own — a beast, a feud, a missing kinsman — and hope the stranger might aid it."
f1df75ce-22a3-454d-b963-646d385d633a,ca926d68-6b4e-42eb-b537-1f3c96f5227d,humans,brief_exchange,mid,aranath,gondorian,77.0,Watchful. Takes the time to look at the gear before speaking.,"He has a Gondorian road-permit issued to his father, no longer valid. He does not know what to do with it. Asks if Aranath knows where the nearest garrison would reissue one.",A practical question about a bureaucratic system he was never taught. Slightly embarrassing to ask.,Gives him the garrison location and says the permit expired but they will reissue in person.,where_are_you_bound,"Have them ask frankly but carefully who the traveller is, and where they are going, and why."
c497a538-84fe-440e-8d34-87ca294d1178,ca926d68-6b4e-42eb-b537-1f3c96f5227d,humans,brief_exchange,low,celebrian,gondorian,77.0,Formal. Uncertain. Has not spoken to an Elf before and is trying to do it correctly.,"He has been trying to read the old stones at the eastern ridge for two years — not the Gondorian stones, the older ones underneath. He asks if she can read them.",He is right that she can. He is asking because he has exhausted every other option.,Asks which stones. He describes them. She knows exactly what they are. Tells him what the inscription says.,care_of_living_things,
1c293fe3-7fdf-41cc-b648-db4f20e0780e,ca926d68-6b4e-42eb-b537-1f3c96f5227d,humans,brief_exchange,mid,celebrian,gondorian,77.0,Came down from the ridge specifically to speak to her. Was watching the road from above.,Two people in his village have something wrong with them that started after they went near the old mine shaft. The healer does not know what it is. He is asking the only person on this road who looks old enough to have seen something like it before.,He is out of options and he knows it. She looks like someone who has answers to questions people do not usually ask.,Asks what the symptoms are. Listens. Asks about the mine shaft. Gives him what he needs without explaining how she knows it.,a_request_for_help,"Have them raise a trouble of their own — a beast, a feud, a missing kinsman — and hope the stranger might aid it."
d268400f-8f50-4385-b696-623e660e7f94,ca926d68-6b4e-42eb-b537-1f3c96f5227d,humans,brief_exchange,high,celebrian,gondorian,77.0,"Old man on the road, alone, no pack, no staff. Just standing.",He was a healer's apprentice at a Gondorian outpost abandoned after the Plague. He has been in this country ever since. He asks only whether she has seen the old mine at the eastern fork. He asks it with a calm that means he will go there alone if she says no.,He is going regardless. The question is only whether she is curious enough about what is in that mine to go with him.,Considers it. Does not decide immediately.,a_request_for_help,"Have them raise a trouble of their own — a beast, a feud, a missing kinsman — and hope the stranger might aid it."
7e24a5e7-b1f3-49f1-8060-4fc90a06b0d8,1007565e-5a57-46d9-9089-2f94e04a2e01,humans,sign_only,low,aranath,dunlending,72.0,Fresh territorial marks on a post at a track junction.,"Clan claim on this stretch of road, placed within the last day. A patrol establishing presence after something happened nearby.",He is on claimed ground. The claim will be enforced if he is seen on it.,Reads the territorial mark. Adjusts the route to skirt the claim.,suspicion_of_strangers,"Have them probe in a guarded, even hostile way, mistrusting an unknown face in hard times."
bae4fd5d-046e-4093-9d08-b42395009128,1007565e-5a57-46d9-9089-2f94e04a2e01,humans,brief_exchange,low,aranath,dunlending,72.0,Stopped him on the road. Not aggressive yet — testing first.,"Three men. The speaker wants to know if he is Gondorian, Arthedain, or something else. The question has a correct answer and a wrong answer and Aranath needs to give the correct one.","Dunlendings sort travellers by what they are, not who they are. The category matters here.","Names himself Dúnedain, not Gondorian. Watches their faces.",where_are_you_bound,"Have them ask frankly but carefully who the traveller is, and where they are going, and why."
1b9c2524-7749-4420-83fd-769f673d2bed,1007565e-5a57-46d9-9089-2f94e04a2e01,humans,brief_exchange,mid,aranath,dunlending,72.0,Letting him pass but just barely. One hand resting on a belt-knife.,He wants to know if Aranath has seen Gondorian soldiers on this road in the last week. Not asking for help — checking whether the road is being watched.,The question is information-gathering. He answers it and the answer will determine whether Aranath's road gets easier or harder.,Answers honestly. No soldiers seen. Watches the hand on the knife-belt relax slightly.,suspicion_of_strangers,"Have them probe in a guarded, even hostile way, mistrusting an unknown face in hard times."
f3bb9dcf-b387-4c50-8e24-48edcb56ef84,1007565e-5a57-46d9-9089-2f94e04a2e01,humans,sign_only,low,celebrian,dunlending,72.0,"Territorial marks on the road. Fresh, deliberate.",She has watched the rise and fall of the kingdom these marks oppose. The marks themselves are grief dressed as hostility — a people trying to hold what was taken with symbols on wood.,She does not cross marked territory she has not been invited into. Not from fear — from respect for a kind of claim she understands better than they know.,Takes the long way around.,suspicion_of_strangers,"Have them probe in a guarded, even hostile way, mistrusting an unknown face in hard times."
fb0a97ee-6d99-4e20-9637-d364f5ab6f94,1007565e-5a57-46d9-9089-2f94e04a2e01,humans,brief_exchange,mid,celebrian,dunlending,72.0,Two of them on the road. They step aside but not far. One watches her with the specific attention of someone looking for evidence of something he was told.,He was told Elves serve the enemy. He is looking at her for proof of this.,"She has been looked at this way before, in better centuries. The accusation is older than the people making it.",Walks past slowly. Does not give him evidence. Does not correct him.,suspicion_of_strangers,"Have them probe in a guarded, even hostile way, mistrusting an unknown face in hard times."
6c6a5c0e-cc7a-4114-986b-1b1d7b375543,6ab39e95-0bd0-4820-8ccd-ac376357a8aa,humans,observed_activity,low,aranath,dunlending,72.0,"A gathering visible from the ridge — twenty men at a flat stone, arranged in a circle.",The formation is pre-war. He has read about it in Ranger records. The last time this pattern was used was before the Battle of the Crossings of the Poros two centuries ago.,"They are binding themselves to something. When the Daen Iontis bind themselves, it becomes a military problem within months.",Maps the location. Continues. This goes in the next report.,suspicion_of_strangers,"Have them probe in a guarded, even hostile way, mistrusting an unknown face in hard times."
2ce6e8f3-61e4-4a05-94e1-6746c4859ef8,6ab39e95-0bd0-4820-8ccd-ac376357a8aa,humans,observed_activity,mid,aranath,dunlending,72.0,"Aftermath of a gathering — stone marked, fire still warm, men dispersing into the hills.",Three of them notice him on the road below and stop dispersing.,He has two seconds to give them a reason not to make him the problem.,Does not slow. Does not look at them directly. Moves with the ease of someone who belongs on this road.,suspicion_of_strangers,"Have them probe in a guarded, even hostile way, mistrusting an unknown face in hard times."
7879367d-fa03-4261-bf15-2950b3ddb713,6ab39e95-0bd0-4820-8ccd-ac376357a8aa,humans,observed_activity,low,celebrian,dunlending,72.0,A ritual preparation at a flat stone. Seven men handling objects with deliberate care.,"The objects are old. Older than Gondor, older than Arnor. She knows what they were originally used for. It is not what the Daen Iontis think they are used for.",They have found something they do not understand and are building a belief system around it. The belief system will cause deaths.,Passes without acknowledging. What they are doing is not her concern. What they will do because of it may be.,suspicion_of_strangers,"Have them probe in a guarded, even hostile way, mistrusting an unknown face in hard times."
